"Draw Date","Numbers As Drawn","Numbers In Order","Jackpot","6 of 6","5 of 6","4 of 6","3 of 6"
"03-26-2011","26--41--12--22--7--23","7--12--22--23--26--41","$2.10 Million",0,21,853,13397
"03-23-2011","19--18--6--20--26--8","6--8--18--19--20--26","$2.00 Million",0,17,748,12230
"03-19-2011","43--2--15--37--8--13","2--8--13--15--37--43","$1.90 Million",0,14,706,12096
"03-16-2011","1--12--26--34--17--6","1--6--12--17--26--34","$1.80 Million",0,18,665,10918
"03-12-2011","17--23--19--37--43--2","2--17--19--23--37--43","$1.70 Million",0,15,729,11663
"03-09-2011","10--24--17--27--41--1","1--10--17--24--27--41","$1.60 Million",0,15,675,10731
"03-05-2011","28--24--38--12--41--31","12--24--28--31--38--41","$1.50 Million",0,25,691,11200
"03-02-2011","39--32--17--16--22--1","1--16--17--22--32--39","$1.40 Million",0,12,596,9926
"02-26-2011","21--7--18--27--37--24","7--18--21--24--27--37","$1.30 Million",0,15,795,12277
"02-23-2011","19--8--37--26--40--34","8--19--26--34--37--40","$1.20 Million",0,13,585,9812
"02-19-2011","33--13--7--44--5--11","5--7--11--13--33--44","$1.10 Million",0,26,856,12542
"02-16-2011","7--34--37--43--21--14","7--14--21--34--37--43","$1.00 Million",0,15,632,10244
"02-12-2011","6--9--13--3--1--43","1--3--6--9--13--43","$1.50 Million",1,24,856,13107
"02-09-2011","12--27--18--6--1--7","1--6--7--12--18--27","$1.40 Million",0,22,748,11469
"02-05-2011","43--20--31--30--5--3","3--5--20--30--31--43","$1.30 Million",0,17,728,11595
"02-02-2011","26--44--30--3--32--17","3--17--26--30--32--44","$1.20 Million",0,6,545,8333
"01-29-2011","15--7--10--8--14--18","7--8--10--14--15--18","$1.10 Million",0,22,801,12063
"01-26-2011","3--15--42--11--44--33","3--11--15--33--42--44","$1.00 Million",0,9,632,10065
"01-22-2011","30--34--27--29--44--28","27--28--29--30--34--44","$4.20 Million",1,14,801,13736
"01-19-2011","25--29--17--4--24--30","4--17--24--25--29--30","$4.00 Million",0,15,876,14557
"01-15-2011","14--3--42--20--4--31","3--4--14--20--31--42","$3.90 Million",0,20,864,14484
"01-12-2011","32--5--36--44--27--26","5--26--27--32--36--44","$3.70 Million",0,16,741,12007
"01-08-2011","2--10--36--43--38--17","2--10--17--36--38--43","$3.60 Million",0,22,865,13971
"01-05-2011","7--1--40--14--37--13","1--7--13--14--37--40","$3.50 Million",0,14,875,14355
"01-01-2011","5--17--43--9--26--2","2--5--9--17--26--43","$3.40 Million",0,19,989,14623
"12-29-2010","38--42--11--13--24--18","11--13--18--24--38--42","$3.30 Million",0,28,719,11956
"12-25-2010","5--28--29--39--36--7","5--7--28--29--36--39","$3.20 Million",0,12,707,11816
"12-22-2010","15--10--25--28--6--14","6--10--14--15--25--28","$3.10 Million",0,22,834,13100
"12-18-2010","15--41--10--32--38--23","10--15--23--32--38--41","$3.00 Million",0,13,748,11936
"12-15-2010","34--40--19--38--21--12","12--19--21--34--38--40","$2.90 Million",0,11,739,11105
"12-11-2010","18--8--13--31--30--9","8--9--13--18--30--31","$2.80 Million",0,17,855,13061
"12-08-2010","15--11--30--35--43--37","11--15--30--35--37--43","$2.70 Million",0,16,690,11622
"12-04-2010","2--40--39--5--12--10","2--5--10--12--39--40","$2.60 Million",0,30,811,13361
"12-01-2010","29--18--26--23--3--15","3--15--18--23--26--29","$2.50 Million",0,12,742,11860
"11-27-2010","40--28--26--27--14--44","14--26--27--28--40--44","$2.40 Million",0,15,694,10836
"11-24-2010","25--5--22--11--18--33","5--11--18--22--25--33","$2.30 Million",0,11,768,12530
"11-20-2010","3--39--10--42--21--33","3--10--21--33--39--42","$2.20 Million",0,17,744,12228
"11-17-2010","2--1--41--30--23--14","1--2--14--23--30--41","$2.10 Million",0,14,683,10813
"11-13-2010","31--21--9--4--19--22","4--9--19--21--22--31","$2.00 Million",0,12,780,12960
"11-10-2010","8--33--24--40--30--2","2--8--24--30--33--40","$1.90 Million",0,9,665,10941
"11-06-2010","29--25--4--13--31--42","4--13--25--29--31--42","$1.80 Million",0,16,754,11867
"11-03-2010","13--2--12--36--24--16","2--12--13--16--24--36","$1.70 Million",0,17,675,11017
"10-30-2010","8--23--11--17--35--14","8--11--14--17--23--35","$1.60 Million",0,19,783,12277
"10-27-2010","38--33--7--27--17--28","7--17--27--28--33--38","$1.50 Million",0,7,619,10431
"10-23-2010","43--16--1--28--36--33","1--16--28--33--36--43","$1.40 Million",0,18,666,10838
"10-20-2010","15--39--42--22--35--2","2--15--22--35--39--42","$1.30 Million",0,13,610,10138
"10-16-2010","16--40--21--42--2--5","2--5--16--21--40--42","$1.20 Million",0,16,726,11141
"10-13-2010","29--17--37--38--22--44","17--22--29--37--38--44","$1.10 Million",0,6,598,9920
"10-09-2010","9--41--29--35--18--12","9--12--18--29--35--41","$1.00 Million",0,21,698,11718
"10-06-2010","14--17--36--33--9--27","9--14--17--27--33--36","$4.90 Million",1,21,976,16025
"10-02-2010","10--28--39--21--38--6","6--10--21--28--38--39","$4.80 Million",0,20,1096,17210
"09-29-2010","22--9--11--31--6--29","6--9--11--22--29--31","$4.70 Million",0,24,1095,16515
"09-25-2010","38--40--39--26--41--19","19--26--38--39--40--41","$4.50 Million",0,16,916,15542
"09-22-2010","9--8--36--4--13--5","4--5--8--9--13--36","$4.30 Million",0,22,1061,16374
"09-18-2010","26--40--1--37--39--12","1--12--26--37--39--40","$4.20 Million",0,18,904,15476
"09-15-2010","5--17--3--25--30--24","3--5--17--24--25--30","$4.00 Million",0,16,959,15267
"09-11-2010","2--7--3--1--21--39","1--2--3--7--21--39","$3.80 Million",0,23,1000,16222
"09-08-2010","30--28--9--11--23--37","9--11--23--28--30--37","$3.70 Million",0,20,896,14166
"09-04-2010","40--19--5--11--36--3","3--5--11--19--36--40","$3.60 Million",0,27,1057,16327
"09-01-2010","16--15--7--29--14--25","7--14--15--16--25--29","$3.50 Million",0,23,818,13884
"08-28-2010","16--12--23--43--14--28","12--14--16--23--28--43","$3.40 Million",0,16,823,14567
"08-25-2010","26--28--27--10--12--3","3--10--12--26--27--28","$3.30 Million",0,24,962,14166
"08-21-2010","42--14--32--24--12--31","12--14--24--31--32--42","$3.20 Million",0,18,787,13506
"08-18-2010","39--5--27--34--35--22","5--22--27--34--35--39","$3.10 Million",0,19,792,12382
"08-14-2010","28--12--24--41--26--22","12--22--24--26--28--41","$3.00 Million",0,12,880,13695
"08-11-2010","26--41--42--25--5--31","5--25--26--31--41--42","$2.90 Million",0,21,751,11896
"08-07-2010","42--30--28--15--11--13","11--13--15--28--30--42","$2.80 Million",0,21,847,13272
"08-04-2010","13--12--23--21--27--1","1--12--13--21--23--27","$2.70 Million",0,25,820,13129
"07-31-2010","37--17--11--27--40--23","11--17--23--27--37--40","$2.60 Million",0,23,814,13154
"07-28-2010","33--1--24--28--6--2","1--2--6--24--28--33","$2.50 Million",0,17,777,11879
"07-24-2010","37--42--17--16--35--7","7--16--17--35--37--42","$2.40 Million",0,13,776,12439
"07-21-2010","3--44--33--16--42--10","3--10--16--33--42--44","$2.30 Million",0,15,716,11463
"07-17-2010","5--35--2--28--18--26","2--5--18--26--28--35","$2.20 Million",0,19,821,12579
"07-14-2010","2--3--44--31--13--41","2--3--13--31--41--44","$2.10 Million",0,14,702,11553
"07-10-2010","27--29--17--32--43--40","17--27--29--32--40--43","$2.00 Million",0,13,726,11671
"07-07-2010","21--25--14--24--34--6","6--14--21--24--25--34","$1.90 Million",0,13,669,10855
"07-03-2010","22--25--4--29--13--8","4--8--13--22--25--29","$1.80 Million",0,24,905,13385
"06-30-2010","29--8--15--36--40--11","8--11--15--29--36--40","$1.70 Million",0,19,775,11264
"06-26-2010","16--42--27--7--14--40","7--14--16--27--40--42","$1.60 Million",0,23,695,11613
"06-23-2010","35--9--11--2--6--4","2--4--6--9--11--35","$1.50 Million",0,19,860,12077
"06-19-2010","18--4--40--35--39--30","4--18--30--35--39--40","$1.40 Million",0,17,739,11113
"06-16-2010","1--4--40--9--44--32","1--4--9--32--40--44","$1.30 Million",0,11,643,10723
"06-12-2010","16--8--32--41--36--27","8--16--27--32--36--41","$1.20 Million",0,22,720,11321
"06-09-2010","30--9--26--21--34--7","7--9--21--26--30--34","$1.10 Million",0,9,691,11010
"06-05-2010","29--14--5--24--1--15","1--5--14--15--24--29","$1.00 Million",0,17,705,11891
"06-02-2010","18--23--7--28--10--11","7--10--11--18--23--28","$2.30 Million",1,20,872,13464
"05-29-2010","5--30--34--7--41--11","5--7--11--30--34--41","$2.20 Million",0,19,855,13872
"05-26-2010","44--32--16--12--10--33","10--12--16--32--33--44","$2.10 Million",0,9,721,11589
"05-22-2010","38--13--35--18--19--33","13--18--19--33--35--38","$2.00 Million",0,18,745,12129
"05-19-2010","16--5--8--40--42--11","5--8--11--16--40--42","$1.90 Million",0,21,798,12172
"05-15-2010","17--18--33--37--31--44","17--18--31--33--37--44","$1.80 Million",0,11,770,11951
"05-12-2010","7--13--41--17--36--21","7--13--17--21--36--41","$1.70 Million",0,18,843,12189
"05-08-2010","18--35--15--28--22--10","10--15--18--22--28--35","$1.60 Million",0,19,806,12578
"05-05-2010","39--19--15--43--5--33","5--15--19--33--39--43","$1.50 Million",0,19,702,10964
"05-01-2010","14--23--28--31--35--38","14--23--28--31--35--38","$1.40 Million",0,19,763,12010
"04-28-2010","20--23--14--22--34--10","10--14--20--22--23--34","$1.30 Million",0,11,659,10755
"04-24-2010","5--25--10--4--32--36","4--5--10--25--32--36","$1.20 Million",0,22,706,11636
"04-21-2010","14--4--5--25--23--33","4--5--14--23--25--33","$1.10 Million",0,11,692,11619
"04-17-2010","14--36--25--43--22--13","13--14--22--25--36--43","$1.00 Million",0,14,713,11810
"04-14-2010","11--36--23--43--34--28","11--23--28--34--36--43","$5.50 Million",1,26,1084,17194
"04-10-2010","8--33--21--20--11--23","8--11--20--21--23--33","$5.30 Million",0,29,1167,18943
"04-07-2010","11--10--1--20--16--43","1--10--11--16--20--43","$5.10 Million",0,24,1004,17039
"04-03-2010","28--35--25--4--24--19","4--19--24--25--28--35","$4.90 Million",0,21,1093,17416
"03-31-2010","21--24--8--42--3--17","3--8--17--21--24--42","$4.70 Million",0,26,1043,16463
"03-27-2010","27--41--18--36--14--32","14--18--27--32--36--41","$4.40 Million",0,15,985,16346
"03-24-2010","40--1--36--33--6--31","1--6--31--33--36--40","$4.10 Million",0,19,874,14442
"03-20-2010","24--1--15--6--29--41","1--6--15--24--29--41","$4.00 Million",0,22,977,16202
"03-17-2010","24--9--35--30--18--14","9--14--18--24--30--35","$3.90 Million",0,23,909,15095
"03-13-2010","8--28--6--31--16--36","6--8--16--28--31--36","$3.80 Million",0,26,1046,16583
"03-10-2010","34--33--11--39--24--19","11--19--24--33--34--39","$3.60 Million",0,17,871,14061
"03-06-2010","22--34--20--27--9--25","9--20--22--25--27--34","$3.40 Million",0,17,918,15688
"03-03-2010","4--13--26--39--18--30","4--13--18--26--30--39","$3.30 Million",0,21,943,14376
"02-27-2010","7--20--21--10--40--18","7--10--18--20--21--40","$3.10 Million",0,13,928,15715
"02-24-2010","24--5--8--25--43--18","5--8--18--24--25--43","$2.90 Million",0,16,854,13059
"02-20-2010","7--43--9--21--12--14","7--9--12--14--21--43","$2.80 Million",0,20,958,15727
"02-17-2010","16--35--40--4--23--30","4--16--23--30--35--40","$2.70 Million",0,24,738,12151
"02-13-2010","37--16--5--38--31--40","5--16--31--37--38--40","$2.60 Million",0,20,825,13452
"02-10-2010","27--7--3--24--17--10","3--7--10--17--24--27","$2.50 Million",0,28,938,14163
"02-06-2010","12--23--17--19--44--20","12--17--19--20--23--44","$2.40 Million",0,26,858,14578
"02-03-2010","32--39--18--43--22--40","18--22--32--39--40--43","$2.30 Million",0,18,750,12347
"01-30-2010","28--27--13--33--3--35","3--13--27--28--33--35","$2.20 Million",0,14,845,13807
"01-27-2010","12--21--39--30--15--8","8--12--15--21--30--39","$2.10 Million",0,22,892,13630
"01-23-2010","7--6--31--13--43--25","6--7--13--25--31--43","$2.00 Million",0,25,932,14150
"01-20-2010","13--28--21--2--33--43","2--13--21--28--33--43","$1.90 Million",0,23,768,12272
"01-16-2010","19--31--23--36--17--44","17--19--23--31--36--44","$1.80 Million",0,17,807,12798
"01-13-2010","23--3--31--6--34--28","3--6--23--28--31--34","$1.70 Million",0,19,804,12234
"01-09-2010","33--32--36--41--19--40","19--32--33--36--40--41","$1.60 Million",0,14,722,10763
"01-06-2010","35--19--38--44--17--32","17--19--32--35--38--44","$1.50 Million",0,10,699,11459
"01-02-2010","41--36--24--30--1--34","1--24--30--34--36--41","$1.40 Million",0,11,779,11419
"12-30-2009","32--41--14--15--12--30","12--14--15--30--32--41","$1.30 Million",0,7,652,11029
"12-26-2009","31--2--37--34--22--29","2--22--29--31--34--37","$1.20 Million",0,18,679,10454
"12-23-2009","1--6--23--33--8--11","1--6--8--11--23--33","$1.10 Million",0,21,853,13379
"12-19-2009","31--4--27--38--3--8","3--4--8--27--31--38","$1.00 Million",0,22,835,13203
"12-16-2009","10--17--1--5--15--22","1--5--10--15--17--22","$2.70 Million",1,30,984,14395
"12-12-2009","13--40--42--37--9--28","9--13--28--37--40--42","$2.60 Million",0,21,880,13829
"12-09-2009","22--35--23--24--26--18","18--22--23--24--26--35","$2.50 Million",0,17,738,12171
"12-05-2009","33--17--24--43--12--35","12--17--24--33--35--43","$2.40 Million",0,17,811,13705
"12-02-2009","16--31--32--43--5--21","5--16--21--31--32--43","$2.30 Million",0,23,848,12904
"11-28-2009","6--29--8--23--31--11","6--8--11--23--29--31","$2.20 Million",0,21,876,13613
"11-25-2009","32--28--25--17--9--43","9--17--25--28--32--43","$2.10 Million",0,16,835,13424
"11-21-2009","26--19--2--6--31--33","2--6--19--26--31--33","$2.00 Million",0,17,826,14013
"11-18-2009","7--14--29--36--35--15","7--14--15--29--35--36","$1.90 Million",0,18,785,12345
"11-14-2009","40--18--13--12--10--42","10--12--13--18--40--42","$1.80 Million",0,19,795,13193
"11-11-2009","28--9--27--1--14--3","1--3--9--14--27--28","$1.70 Million",0,23,844,13263
"11-07-2009","5--36--8--35--38--43","5--8--35--36--38--43","$1.60 Million",0,19,767,12934
"11-04-2009","43--39--40--2--11--29","2--11--29--39--40--43","$1.50 Million",0,16,786,12079
"10-31-2009","20--37--41--1--16--39","1--16--20--37--39--41","$1.40 Million",0,15,716,12642
"10-28-2009","21--43--7--31--24--3","3--7--21--24--31--43","$1.30 Million",0,9,796,12766
"10-24-2009","11--21--22--39--9--17","9--11--17--21--22--39","$1.20 Million",0,15,824,13436
"10-21-2009","43--36--15--8--32--7","7--8--15--32--36--43","$1.10 Million",0,14,768,11536
"10-17-2009","27--31--15--36--35--8","8--15--27--31--35--36","$1.00 Million",0,11,748,12374
"10-14-2009","42--3--19--7--18--27","3--7--18--19--27--42","$1.10 Million",1,17,806,12782
"10-10-2009","15--25--41--11--27--36","11--15--25--27--36--41","$1.00 Million",0,18,779,12772
"10-07-2009","37--40--14--11--34--38","11--14--34--37--38--40","$2.00 Million",1,11,749,13099
"10-03-2009","13--34--36--43--18--16","13--16--18--34--36--43","$1.90 Million",0,20,907,14829
"09-30-2009","4--9--37--20--26--12","4--9--12--20--26--37","$1.80 Million",0,21,1003,14961
"09-26-2009","26--38--33--12--22--31","12--22--26--31--33--38","$1.70 Million",0,18,871,14457
"09-23-2009","38--14--7--27--6--12","6--7--12--14--27--38","$1.60 Million",0,19,953,14359
"09-19-2009","39--13--9--16--35--21","9--13--16--21--35--39","$1.50 Million",0,14,972,14557
"09-16-2009","13--21--23--15--18--24","13--15--18--21--23--24","$1.40 Million",0,20,877,12962
"09-12-2009","41--17--30--24--6--15","6--15--17--24--30--41","$1.30 Million",0,14,847,14146
"09-09-2009","2--8--13--25--10--16","2--8--10--13--16--25","$1.20 Million",0,15,917,13864
"09-05-2009","6--44--34--14--30--33","6--14--30--33--34--44","$1.10 Million",0,12,768,13827
"09-02-2009","23--31--4--18--2--34","2--4--18--23--31--34","$1.00 Million",0,14,772,13060
"08-29-2009","21--36--23--35--26--38","21--23--26--35--36--38","$4.40 Million",1,30,1181,19079
"08-26-2009","6--37--18--3--21--7","3--6--7--18--21--37","$4.20 Million",0,28,1230,20550
"08-22-2009","24--43--9--6--5--42","5--6--9--24--42--43","$3.90 Million",0,26,1183,19437
"08-19-2009","10--8--32--9--40--17","8--9--10--17--32--40","$3.70 Million",0,21,1262,19988
"08-15-2009","43--29--41--4--5--3","3--4--5--29--41--43","$3.50 Million",0,22,1144,19261
"08-12-2009","40--27--34--19--8--7","7--8--19--27--34--40","$3.30 Million",0,28,1027,16954
"08-08-2009","24--35--11--26--17--20","11--17--20--24--26--35","$3.10 Million",0,12,989,16739
"08-05-2009","32--7--30--39--38--24","7--24--30--32--38--39","$2.90 Million",0,19,841,14478
"08-01-2009","37--21--19--2--44--3","2--3--19--21--37--44","$2.70 Million",0,24,984,16196
"07-29-2009","41--26--28--42--5--13","5--13--26--28--41--42","$2.60 Million",0,13,872,13885
"07-25-2009","24--32--42--2--23--12","2--12--23--24--32--42","$2.50 Million",0,25,1000,14652
"07-22-2009","26--41--11--28--3--12","3--11--12--26--28--41","$2.40 Million",0,24,843,14377
"07-18-2009","14--6--17--28--22--31","6--14--17--22--28--31","$2.30 Million",0,26,933,14596
"07-15-2009","26--34--32--43--20--17","17--20--26--32--34--43","$2.20 Million",0,16,782,12196
"07-11-2009","21--35--20--40--12--18","12--18--20--21--35--40","$2.10 Million",0,14,887,13927
"07-08-2009","8--42--2--40--28--16","2--8--16--28--40--42","$2.00 Million",0,20,858,13069
"07-04-2009","2--43--9--37--15--16","2--9--15--16--37--43","$1.90 Million",0,14,817,13274
"07-01-2009","20--22--5--40--37--31","5--20--22--31--37--40","$1.80 Million",0,13,730,12243
"06-27-2009","31--34--2--38--21--4","2--4--21--31--34--38","$1.70 Million",0,20,801,12812
"06-24-2009","23--18--34--19--27--1","1--18--19--23--27--34","$1.60 Million",0,9,675,11980
"06-20-2009","36--29--16--23--30--15","15--16--23--29--30--36","$1.50 Million",0,15,785,12686
"06-17-2009","32--21--25--13--5--22","5--13--21--22--25--32","$1.40 Million",0,20,774,12454
"06-13-2009","22--24--12--5--28--14","5--12--14--22--24--28","$1.30 Million",0,24,903,13937
"06-10-2009","9--4--36--18--17--34","4--9--17--18--34--36","$1.20 Million",0,18,723,11814
"06-06-2009","7--12--1--9--43--6","1--6--7--9--12--43","$1.10 Million",0,28,1017,14336
"06-03-2009","38--12--39--1--30--4","1--4--12--30--38--39","$1.00 Million",0,27,721,11479
"05-30-2009","21--28--44--34--14--41","14--21--28--34--41--44","$1.30 Million",1,20,780,12528
"05-27-2009","20--34--39--30--37--25","20--25--30--34--37--39","$1.20 Million",0,19,693,11433
"05-23-2009","8--32--39--25--21--3","3--8--21--25--32--39","$1.10 Million",0,24,858,13514
"05-20-2009","14--8--7--32--2--21","2--7--8--14--21--32","$1.00 Million",0,22,850,12811
"05-16-2009","19--42--5--4--8--2","2--4--5--8--19--42","$2.00 Million",1,25,1053,15971
"05-13-2009","37--20--16--9--42--23","9--16--20--23--37--42","$1.90 Million",0,14,868,12823
"05-09-2009","1--9--17--7--25--42","1--7--9--17--25--42","$1.80 Million",0,23,1073,14590
"05-06-2009","17--25--37--20--31--19","17--19--20--25--31--37","$1.70 Million",0,14,733,12701
"05-02-2009","18--31--30--9--41--12","9--12--18--30--31--41","$1.60 Million",0,22,849,13784
"04-29-2009","10--20--42--9--16--18","9--10--16--18--20--42","$1.50 Million",0,17,712,12211
"04-25-2009","34--11--37--29--39--22","11--22--29--34--37--39","$1.40 Million",0,17,757,12454
"04-22-2009","5--40--23--9--14--21","5--9--14--21--23--40","$1.30 Million",0,12,741,12173
"04-18-2009","3--38--20--19--13--14","3--13--14--19--20--38","$1.20 Million",0,18,823,13096
"04-15-2009","8--15--36--14--1--11","1--8--11--14--15--36","$1.10 Million",0,17,793,12251
"04-11-2009","38--5--26--29--33--3","3--5--26--29--33--38","$1.00 Million",0,14,750,12749
"04-08-2009","25--22--26--15--2--30","2--15--22--25--26--30","$1.10 Million",1,11,794,12509
"04-04-2009","3--40--21--1--31--42","1--3--21--31--40--42","$1.00 Million",0,19,839,13325
"04-01-2009","4--24--38--1--21--5","1--4--5--21--24--38","$1.70 Million",1,18,875,13687
"03-28-2009","37--4--22--44--27--6","4--6--22--27--37--44","$1.60 Million",0,21,971,14024
"03-25-2009","16--33--9--15--28--34","9--15--16--28--33--34","$1.50 Million",0,7,725,11834
"03-21-2009","20--6--41--24--4--1","1--4--6--20--24--41","$1.40 Million",0,26,819,13678
"03-18-2009","23--34--28--39--33--18","18--23--28--33--34--39","$1.30 Million",0,16,719,11443
"03-14-2009","28--31--5--9--25--40","5--9--25--28--31--40","$1.20 Million",0,13,848,13585
"03-11-2009","7--16--9--24--35--44","7--9--16--24--35--44","$1.10 Million",0,16,702,12154
"03-07-2009","2--14--23--27--33--28","2--14--23--27--28--33","$1.00 Million",0,20,833,13622
"03-04-2009","30--44--39--32--6--19","6--19--30--32--39--44","$1.90 Million",1,18,794,13452
"02-28-2009","11--44--14--40--7--16","7--11--14--16--40--44","$1.80 Million",0,24,977,15153
"02-25-2009","25--36--3--21--11--24","3--11--21--24--25--36","$1.70 Million",0,17,947,14418
"02-21-2009","4--29--6--32--35--19","4--6--19--29--32--35","$1.60 Million",0,22,903,14270
"02-18-2009","36--3--24--41--5--39","3--5--24--36--39--41","$1.50 Million",0,20,724,12632
"02-14-2009","28--40--33--21--29--34","21--28--29--33--34--40","$1.40 Million",0,17,767,13286
"02-11-2009","17--31--25--11--12--21","11--12--17--21--25--31","$1.30 Million",0,26,830,13353
"02-07-2009","10--25--16--42--19--33","10--16--19--25--33--42","$1.20 Million",0,14,809,13163
"02-04-2009","12--34--21--28--6--41","6--12--21--28--34--41","$1.10 Million",0,16,786,12235
"01-31-2009","39--5--37--31--6--23","5--6--23--31--37--39","$1.00 Million",0,18,807,12401
"01-28-2009","11--16--19--9--44--25","9--11--16--19--25--44","$1.60 Million",1,16,786,11550
"01-24-2009","41--13--17--22--8--9","8--9--13--17--22--41","$1.50 Million",0,16,894,14494
"01-21-2009","3--20--40--27--35--26","3--20--26--27--35--40","$1.40 Million",0,16,728,11839
"01-17-2009","30--25--42--36--11--21","11--21--25--30--36--42","$1.30 Million",0,24,896,13687
"01-14-2009","16--43--39--35--15--34","15--16--34--35--39--43","$1.20 Million",0,19,746,11849
"01-10-2009","27--13--14--33--15--31","13--14--15--27--31--33","$1.10 Million",0,14,816,12878
"01-07-2009","38--29--18--3--26--21","3--18--21--26--29--38","$1.00 Million",0,22,735,12378
"01-03-2009","25--5--23--32--21--27","5--21--23--25--27--32","$1.60 Million",1,16,848,13842
"12-31-2008","8--29--26--3--11--7","3--7--8--11--26--29","$1.50 Million",0,43,1202,16482
"12-27-2008","12--3--42--7--8--35","3--7--8--12--35--42","$1.40 Million",0,9,778,13102
"12-24-2008","39--2--22--27--21--12","2--12--21--22--27--39","$1.30 Million",0,23,971,14535
"12-20-2008","35--26--24--27--1--33","1--24--26--27--33--35","$1.20 Million",0,13,759,12504
"12-17-2008","3--35--8--7--40--39","3--7--8--35--39--40","$1.10 Million",0,16,632,11256
"12-13-2008","41--30--8--24--2--4","2--4--8--24--30--41","$1.00 Million",0,8,885,13569
"12-10-2008","21--5--37--30--41--9","5--9--21--30--37--41","$1.40 Million",1,18,799,12232
"12-06-2008","6--20--25--28--17--1","1--6--17--20--25--28","$1.30 Million",0,24,895,13553
"12-03-2008","30--28--11--2--32--34","2--11--28--30--32--34","$1.20 Million",0,15,708,11660
"11-29-2008","15--28--14--1--19--16","1--14--15--16--19--28","$1.10 Million",0,16,742,11865
"11-26-2008","5--16--24--20--42--34","5--16--20--24--34--42","$1.00 Million",0,14,687,11517
"11-22-2008","27--18--30--25--22--12","12--18--22--25--27--30","$1.40 Million",1,27,903,13877
"11-19-2008","10--12--32--5--37--17","5--10--12--17--32--37","$1.30 Million",0,12,746,12122
"11-15-2008","2--16--40--26--9--17","2--9--16--17--26--40","$1.20 Million",0,17,801,12934
"11-12-2008","11--43--30--41--3--18","3--11--18--30--41--43","$1.10 Million",0,12,754,12028
"11-08-2008","21--43--11--8--40--26","8--11--21--26--40--43","$1.00 Million",0,17,814,13278
"11-05-2008","42--20--31--35--24--26","20--24--26--31--35--42","$1.70 Million",1,16,753,11980
"11-01-2008","41--36--4--37--20--3","3--4--20--36--37--41","$1.60 Million",0,16,766,13289
"10-29-2008","11--4--28--42--2--26","2--4--11--26--28--42","$1.50 Million",0,18,828,13032
"10-25-2008","33--12--11--10--5--42","5--10--11--12--33--42","$1.40 Million",0,17,832,13910
"10-22-2008","1--8--5--35--18--2","1--2--5--8--18--35","$1.30 Million",0,21,861,13462
"10-18-2008","3--7--21--17--43--34","3--7--17--21--34--43","$1.20 Million",0,18,921,14160
"10-15-2008","6--18--22--4--30--16","4--6--16--18--22--30","$1.10 Million",0,18,855,12521
"10-11-2008","19--28--25--1--41--4","1--4--19--25--28--41","$1.00 Million",0,21,857,13389
"10-08-2008","11--29--33--16--18--32","11--16--18--29--32--33","$1.00 Million",1,27,733,11657
"10-04-2008","8--38--16--37--19--29","8--16--19--29--37--38","$1.20 Million",1,19,804,13144
"10-01-2008","10--24--13--31--3--26","3--10--13--24--26--31","$1.10 Million",0,11,879,12767
"09-27-2008","13--34--18--30--19--9","9--13--18--19--30--34","$1.00 Million",0,15,873,13983
"09-24-2008","30--38--19--16--37--11","11--16--19--30--37--38","$1.00 Million",1,16,749,12896
"09-20-2008","16--41--39--31--33--9","9--16--31--33--39--41","$2.30 Million",1,22,973,15990
"09-17-2008","19--37--27--29--43--40","19--27--29--37--40--43","$2.20 Million",0,12,909,14296
"09-13-2008","39--22--17--13--18--21","13--17--18--21--22--39","$2.10 Million",0,18,933,15847
"09-10-2008","30--27--36--41--37--24","24--27--30--36--37--41","$2.00 Million",0,12,849,13557
"09-06-2008","37--40--17--8--28--33","8--17--28--33--37--40","$1.90 Million",0,20,946,14511
"09-03-2008","23--39--44--30--41--43","23--30--39--41--43--44","$1.80 Million",0,19,734,12526
"08-30-2008","42--34--33--5--15--32","5--15--32--33--34--42","$1.70 Million",0,14,845,13641
"08-27-2008","32--25--36--20--6--12","6--12--20--25--32--36","$1.60 Million",0,18,837,13408
"08-23-2008","28--17--4--44--35--2","2--4--17--28--35--44","$1.50 Million",0,24,869,14458
"08-20-2008","15--38--24--10--41--40","10--15--24--38--40--41","$1.40 Million",0,24,748,12345
"08-16-2008","4--38--41--5--9--7","4--5--7--9--38--41","$1.30 Million",0,16,939,14886
"08-13-2008","14--24--39--5--17--31","5--14--17--24--31--39","$1.20 Million",0,22,768,12412
"08-09-2008","31--23--33--6--34--37","6--23--31--33--34--37","$1.10 Million",0,17,770,13008
"08-06-2008","13--18--26--37--30--41","13--18--26--30--37--41","$1.00 Million",0,12,799,12202
"08-02-2008","23--40--30--4--18--15","4--15--18--23--30--40","$4.90 Million",2,28,1260,19841
"07-30-2008","20--29--42--16--21--41","16--20--21--29--41--42","$4.60 Million",0,20,1034,17012
"07-26-2008","28--22--24--33--38--12","12--22--24--28--33--38","$4.40 Million",0,21,1168,18378
"07-23-2008","31--42--25--8--7--30","7--8--25--30--31--42","$4.20 Million",0,26,996,17228
"07-19-2008","16--29--35--18--41--9","9--16--18--29--35--41","$4.00 Million",0,22,1072,17520
"07-16-2008","1--39--9--17--36--20","1--9--17--20--36--39","$3.80 Million",0,19,980,15718
"07-12-2008","23--19--44--38--18--4","4--18--19--23--38--44","$3.60 Million",0,23,1044,17143
"07-09-2008","6--26--1--41--34--38","1--6--26--34--38--41","$3.50 Million",0,19,899,15164
