"Draw Date","Numbers As Drawn","Numbers In Order","Jackpot","6 of 6","5 of 6","4 of 6","3 of 6"
"07-31-2013","21--30--40--22--8--1","1--8--21--22--30--40","$2.50 Million",0,21,722,11509
"07-27-2013","1--24--8--5--4--12","1--4--5--8--12--24","$2.40 Million",0,24,1020,13285
"07-24-2013","17--11--12--7--38--28","7--11--12--17--28--38","$2.30 Million",0,14,744,11384
"07-20-2013","19--39--17--32--29--44","17--19--29--32--39--44","$2.20 Million",0,9,615,10776
"07-17-2013","27--31--6--2--16--19","2--6--16--19--27--31","$2.10 Million",0,19,689,10542
"07-13-2013","19--1--38--39--37--14","1--14--19--37--38--39","$2.00 Million",0,12,579,10145
"07-10-2013","30--31--32--19--3--6","3--6--19--30--31--32","$1.90 Million",0,9,626,9811
"07-06-2013","21--27--40--5--42--22","5--21--22--27--40--42","$1.80 Million",0,10,586,9589
"07-03-2013","28--8--34--27--41--4","4--8--27--28--34--41","$1.70 Million",0,10,561,9749
"06-29-2013","28--39--38--15--13--5","5--13--15--28--38--39","$1.60 Million",0,14,667,9903
"06-26-2013","9--27--2--15--26--7","2--7--9--15--26--27","$1.50 Million",0,9,683,10005
"06-22-2013","2--21--8--5--32--14","2--5--8--14--21--32","$1.40 Million",0,17,685,10395
"06-19-2013","11--23--28--2--39--12","2--11--12--23--28--39","$1.30 Million",0,16,612,9571
"06-15-2013","20--40--29--30--31--34","20--29--30--31--34--40","$1.20 Million",0,8,503,9045
"06-12-2013","22--29--33--36--31--12","12--22--29--31--33--36","$1.10 Million",0,8,555,8528
"06-08-2013","26--9--28--20--6--5","5--6--9--20--26--28","$1.00 Million",0,19,666,10580
"06-05-2013","5--41--26--38--7--42","5--7--26--38--41--42","$2.00 Million",1,9,584,10228
"06-01-2013","14--26--35--31--8--18","8--14--18--26--31--35","$1.90 Million",0,13,701,10664
"05-29-2013","15--31--28--2--43--37","2--15--28--31--37--43","$1.80 Million",0,10,586,8882
"05-25-2013","29--42--38--6--19--40","6--19--29--38--40--42","$1.70 Million",0,10,620,10126
"05-22-2013","44--15--3--40--9--2","2--3--9--15--40--44","$1.60 Million",0,12,564,9414
"05-18-2013","8--23--16--41--22--43","8--16--22--23--41--43","$1.50 Million",0,17,786,13237
"05-15-2013","44--40--23--17--37--26","17--23--26--37--40--44","$1.40 Million",0,16,672,10822
"05-11-2013","13--30--17--18--44--41","13--17--18--30--41--44","$1.30 Million",0,13,646,10198
"05-08-2013","6--25--36--31--1--44","1--6--25--31--36--44","$1.20 Million",0,11,563,9350
"05-04-2013","44--37--29--2--15--27","2--15--27--29--37--44","$1.10 Million",0,10,640,9786
"05-01-2013","5--43--37--11--26--29","5--11--26--29--37--43","$1.00 Million",0,22,593,9102
"04-27-2013","14--32--25--3--44--35","3--14--25--32--35--44","$1.10 Million",1,9,566,9346
"04-24-2013","2--38--24--42--17--33","2--17--24--33--38--42","$1.00 Million",0,14,468,8260
"04-20-2013","21--20--24--14--25--35","14--20--21--24--25--35","$2.70 Million",1,15,677,11654
"04-17-2013","11--2--13--8--41--24","2--8--11--13--24--41","$2.60 Million",0,16,717,11694
"04-13-2013","3--33--16--27--41--7","3--7--16--27--33--41","$2.50 Million",0,14,773,12371
"04-10-2013","5--44--2--34--40--24","2--5--24--34--40--44","$2.40 Million",0,21,645,10530
"04-06-2013","28--29--7--20--17--26","7--17--20--26--28--29","$2.30 Million",0,15,814,12248
"04-03-2013","18--2--38--36--21--13","2--13--18--21--36--38","$2.20 Million",0,16,632,10798
"03-30-2013","27--44--3--16--25--21","3--16--21--25--27--44","$2.10 Million",0,12,770,12263
"03-27-2013","31--36--17--28--37--44","17--28--31--36--37--44","$2.00 Million",0,11,554,9476
"03-23-2013","28--11--6--14--40--20","6--11--14--20--28--40","$1.90 Million",0,11,883,13029
"03-20-2013","1--19--10--8--13--18","1--8--10--13--18--19","$1.80 Million",0,18,716,11554
"03-16-2013","5--11--4--44--43--40","4--5--11--40--43--44","$1.70 Million",0,19,738,10853
"03-13-2013","18--32--34--31--36--41","18--31--32--34--36--41","$1.60 Million",0,7,558,9357
"03-09-2013","15--13--7--37--28--24","7--13--15--24--28--37","$1.50 Million",0,21,642,10740
"03-06-2013","33--40--12--30--24--11","11--12--24--30--33--40","$1.40 Million",0,16,571,9555
"03-02-2013","32--7--25--42--40--3","3--7--25--32--40--42","$1.30 Million",0,13,625,9944
"02-27-2013","20--23--42--38--33--21","20--21--23--33--38--42","$1.20 Million",0,10,469,8242
"02-23-2013","27--3--8--39--2--17","2--3--8--17--27--39","$1.10 Million",0,10,595,9345
"02-20-2013","22--8--23--26--27--9","8--9--22--23--26--27","$1.00 Million",0,17,605,9709
"02-16-2013","40--1--27--37--8--36","1--8--27--36--37--40","$2.20 Million",1,16,674,11259
"02-13-2013","10--20--26--13--43--4","4--10--13--20--26--43","$2.10 Million",0,17,707,11111
"02-09-2013","18--30--31--29--19--24","18--19--24--29--30--31","$2.00 Million",0,17,676,11186
"02-06-2013","34--31--1--28--30--41","1--28--30--31--34--41","$1.90 Million",0,8,594,9644
"02-02-2013","31--32--24--5--40--37","5--24--31--32--37--40","$1.80 Million",0,10,623,10468
"01-30-2013","37--32--26--10--30--36","10--26--30--32--36--37","$1.70 Million",0,9,526,8927
"01-26-2013","37--39--32--4--15--26","4--15--26--32--37--39","$1.60 Million",0,6,614,9890
"01-23-2013","41--44--20--22--36--19","19--20--22--36--41--44","$1.50 Million",0,7,557,9201
"01-19-2013","25--34--10--19--9--29","9--10--19--25--29--34","$1.40 Million",0,11,734,10886
"01-16-2013","1--21--5--16--40--41","1--5--16--21--40--41","$1.30 Million",0,13,585,9065
"01-12-2013","36--4--34--35--11--15","4--11--15--34--35--36","$1.20 Million",0,6,545,9443
"01-09-2013","30--18--7--13--21--32","7--13--18--21--30--32","$1.10 Million",0,8,571,9006
"01-05-2013","11--34--30--42--1--24","1--11--24--30--34--42","$1.00 Million",0,13,577,9671
"01-02-2013","18--33--6--17--2--22","2--6--17--18--22--33","$2.30 Million",1,18,626,10706
"12-29-2012","16--41--3--5--35--21","3--5--16--21--35--41","$2.20 Million",0,24,782,11884
"12-26-2012","2--27--12--15--37--9","2--9--12--15--27--37","$2.10 Million",0,14,709,10942
"12-22-2012","13--44--7--38--30--1","1--7--13--30--38--44","$2.00 Million",0,16,745,12230
"12-19-2012","29--18--41--32--42--1","1--18--29--32--41--42","$1.90 Million",0,15,605,10380
"12-15-2012","1--16--13--11--20--17","1--11--13--16--17--20","$1.80 Million",0,17,735,11938
"12-12-2012","36--1--37--29--10--13","1--10--13--29--36--37","$1.70 Million",0,19,694,11271
"12-08-2012","29--43--23--11--12--18","11--12--18--23--29--43","$1.60 Million",0,23,770,11969
"12-05-2012","16--8--38--41--15--31","8--15--16--31--38--41","$1.50 Million",0,16,622,9901
"12-01-2012","9--15--18--36--16--30","9--15--16--18--30--36","$1.40 Million",0,17,629,10659
"11-28-2012","38--27--1--31--2--43","1--2--27--31--38--43","$1.30 Million",0,20,817,13213
"11-24-2012","29--6--17--43--37--35","6--17--29--35--37--43","$1.20 Million",0,9,661,10340
"11-21-2012","5--2--14--9--1--28","1--2--5--9--14--28","$1.10 Million",0,23,760,11140
"11-17-2012","2--38--43--24--42--40","2--24--38--40--42--43","$1.00 Million",0,11,572,9852
"11-14-2012","34--41--12--16--1--4","1--4--12--16--34--41","$4.20 Million",1,20,924,14563
"11-10-2012","5--24--19--26--18--33","5--18--19--24--26--33","$4.10 Million",0,17,952,15607
"11-07-2012","31--33--22--16--21--6","6--16--21--22--31--33","$4.00 Million",0,20,913,14675
"11-03-2012","37--44--15--30--13--32","13--15--30--32--37--44","$3.90 Million",0,12,797,13316
"10-31-2012","8--26--42--24--39--41","8--24--26--39--41--42","$3.80 Million",0,18,741,12065
"10-27-2012","34--12--18--27--1--21","1--12--18--21--27--34","$3.70 Million",0,15,862,13332
"10-24-2012","1--14--34--35--22--3","1--3--14--22--34--35","$3.60 Million",0,20,674,11822
"10-20-2012","28--8--19--25--39--11","8--11--19--25--28--39","$3.50 Million",0,13,873,13568
"10-17-2012","43--13--22--34--36--38","13--22--34--36--38--43","$3.40 Million",0,19,700,11424
"10-13-2012","10--43--28--31--8--4","4--8--10--28--31--43","$3.30 Million",0,22,890,13487
"10-10-2012","43--22--23--44--19--42","19--22--23--42--43--44","$3.20 Million",0,12,680,11136
"10-06-2012","26--30--27--40--35--12","12--26--27--30--35--40","$3.10 Million",0,17,820,13015
"10-03-2012","25--30--19--29--16--10","10--16--19--25--29--30","$3.00 Million",0,18,839,12823
"09-29-2012","9--38--24--29--36--28","9--24--28--29--36--38","$2.90 Million",0,19,661,11866
"09-26-2012","34--18--38--4--16--37","4--16--18--34--37--38","$2.80 Million",0,8,594,10724
"09-22-2012","32--24--30--6--4--29","4--6--24--29--30--32","$2.70 Million",0,14,670,11590
"09-19-2012","30--15--11--17--35--10","10--11--15--17--30--35","$2.60 Million",0,10,638,11091
"09-15-2012","9--37--7--38--24--8","7--8--9--24--37--38","$2.50 Million",0,14,712,11394
"09-12-2012","6--33--27--1--23--42","1--6--23--27--33--42","$2.40 Million",0,16,632,10160
"09-08-2012","17--4--19--32--44--31","4--17--19--31--32--44","$2.30 Million",0,13,660,10811
"09-05-2012","28--22--15--29--35--3","3--15--22--28--29--35","$2.20 Million",0,8,620,10020
"09-01-2012","32--10--43--1--19--25","1--10--19--25--32--43","$2.10 Million",0,9,706,11150
"08-29-2012","16--42--36--41--34--4","4--16--34--36--41--42","$2.00 Million",0,9,539,8929
"08-25-2012","39--24--32--29--41--12","12--24--29--32--39--41","$1.90 Million",0,14,619,10004
"08-22-2012","5--2--34--16--31--29","2--5--16--29--31--34","$1.80 Million",0,11,598,9599
"08-18-2012","10--4--33--22--17--20","4--10--17--20--22--33","$1.70 Million",0,16,641,10577
"08-15-2012","38--4--6--32--11--39","4--6--11--32--38--39","$1.60 Million",0,13,584,10303
"08-11-2012","21--10--36--33--38--29","10--21--29--33--36--38","$1.50 Million",0,14,586,9682
"08-08-2012","3--43--6--27--15--41","3--6--15--27--41--43","$1.40 Million",0,13,572,9096
"08-04-2012","44--27--12--10--16--33","10--12--16--27--33--44","$1.30 Million",0,12,627,10185
"08-01-2012","29--24--20--9--41--10","9--10--20--24--29--41","$1.20 Million",0,6,517,8660
"07-28-2012","6--4--13--31--29--10","4--6--10--13--29--31","$1.10 Million",0,11,656,9827
"07-25-2012","33--3--38--4--13--31","3--4--13--31--33--38","$1.00 Million",0,10,501,8090
"07-21-2012","14--15--38--13--19--2","2--13--14--15--19--38","$2.70 Million",1,14,695,11242
"07-18-2012","19--2--30--9--44--7","2--7--9--19--30--44","$2.60 Million",0,17,706,11434
"07-14-2012","6--35--41--16--22--28","6--16--22--28--35--41","$2.50 Million",0,15,706,11171
"07-11-2012","27--36--9--34--17--8","8--9--17--27--34--36","$2.40 Million",0,15,650,10726
"07-07-2012","6--22--7--26--1--13","1--6--7--13--22--26","$2.30 Million",0,14,817,11850
"07-04-2012","31--35--40--10--5--43","5--10--31--35--40--43","$2.20 Million",0,22,608,9728
"06-30-2012","22--42--27--16--23--36","16--22--23--27--36--42","$2.10 Million",0,10,674,10848
"06-27-2012","19--18--25--20--31--6","6--18--19--20--25--31","$2.00 Million",0,14,620,9880
"06-23-2012","41--23--29--22--30--25","22--23--25--29--30--41","$1.90 Million",0,23,624,10497
"06-20-2012","21--17--13--10--11--16","10--11--13--16--17--21","$1.80 Million",0,14,617,10092
"06-16-2012","37--25--5--13--24--34","5--13--24--25--34--37","$1.70 Million",0,11,585,10397
"06-13-2012","39--29--38--43--5--2","2--5--29--38--39--43","$1.60 Million",0,9,563,9152
"06-09-2012","31--8--3--35--1--30","1--3--8--30--31--35","$1.50 Million",0,10,652,10486
"06-06-2012","12--28--21--16--42--10","10--12--16--21--28--42","$1.40 Million",0,19,634,9808
"06-02-2012","32--7--44--33--16--20","7--16--20--32--33--44","$1.30 Million",0,12,603,9748
"05-30-2012","14--29--15--44--6--23","6--14--15--23--29--44","$1.20 Million",0,14,507,8589
"05-26-2012","20--36--35--39--32--14","14--20--32--35--36--39","$1.10 Million",0,16,585,8982
"05-23-2012","29--4--42--5--31--23","4--5--23--29--31--42","$1.00 Million",0,10,528,8739
"05-19-2012","11--43--19--29--2--12","2--11--12--19--29--43","$1.50 Million",1,18,760,11420
"05-16-2012","28--1--35--10--19--25","1--10--19--25--28--35","$1.40 Million",0,13,729,9739
"05-12-2012","6--38--30--4--43--23","4--6--23--30--38--43","$1.30 Million",0,15,632,10333
"05-09-2012","23--14--5--32--37--42","5--14--23--32--37--42","$1.20 Million",0,14,588,8812
"05-05-2012","18--4--29--36--43--21","4--18--21--29--36--43","$1.10 Million",0,15,672,10121
"05-02-2012","9--40--16--24--38--33","9--16--24--33--38--40","$1.00 Million",0,16,570,8515
"04-28-2012","41--2--22--17--44--31","2--17--22--31--41--44","$1.20 Million",1,13,622,10035
"04-25-2012","13--17--42--43--5--6","5--6--13--17--42--43","$1.10 Million",0,13,586,9403
"04-21-2012","18--13--3--21--16--5","3--5--13--16--18--21","$1.00 Million",0,18,744,11370
"04-18-2012","42--38--25--36--35--22","22--25--35--36--38--42","$2.90 Million",1,20,730,11728
"04-14-2012","27--3--1--29--20--44","1--3--20--27--29--44","$2.80 Million",0,19,881,13968
"04-11-2012","35--3--23--30--11--40","3--11--23--30--35--40","$2.70 Million",0,12,787,12266
"04-07-2012","40--18--4--14--27--42","4--14--18--27--40--42","$2.60 Million",0,17,871,13200
"04-04-2012","44--15--7--5--14--4","4--5--7--14--15--44","$2.50 Million",0,15,798,12636
"03-31-2012","41--43--25--11--24--17","11--17--24--25--41--43","$2.40 Million",0,19,858,14145
"03-28-2012","11--19--37--40--13--38","11--13--19--37--38--40","$2.30 Million",0,13,620,10895
"03-24-2012","21--44--35--36--29--27","21--27--29--35--36--44","$2.20 Million",0,14,743,11567
"03-21-2012","7--44--39--42--8--24","7--8--24--39--42--44","$2.10 Million",0,8,642,10756
"03-17-2012","18--17--9--2--5--29","2--5--9--17--18--29","$2.00 Million",0,12,870,12565
"03-14-2012","26--36--44--12--10--23","10--12--23--26--36--44","$1.90 Million",0,15,651,10870
"03-10-2012","24--9--4--21--42--40","4--9--21--24--40--42","$1.80 Million",0,11,742,11677
"03-07-2012","16--11--26--44--13--36","11--13--16--26--36--44","$1.70 Million",0,16,699,10682
"03-03-2012","5--22--23--44--27--28","5--22--23--27--28--44","$1.60 Million",0,24,727,11573
"02-29-2012","20--6--29--26--41--18","6--18--20--26--29--41","$1.50 Million",0,12,584,9980
"02-25-2012","15--14--10--12--22--41","10--12--14--15--22--41","$1.40 Million",0,19,662,11082
"02-22-2012","3--12--37--35--41--19","3--12--19--35--37--41","$1.30 Million",0,11,611,9969
"02-18-2012","22--34--3--25--35--8","3--8--22--25--34--35","$1.20 Million",0,13,631,10578
"02-15-2012","24--2--15--17--21--43","2--15--17--21--24--43","$1.10 Million",0,11,540,9196
"02-11-2012","35--22--26--21--27--16","16--21--22--26--27--35","$1.00 Million",0,24,651,11250
"02-08-2012","33--31--22--24--40--43","22--24--31--33--40--43","$3.00 Million",1,17,776,12586
"02-04-2012","3--38--16--26--18--1","1--3--16--18--26--38","$2.90 Million",0,13,803,13557
"02-01-2012","25--27--1--39--43--17","1--17--25--27--39--43","$2.80 Million",0,12,713,11969
"01-28-2012","24--11--2--12--42--18","2--11--12--18--24--42","$2.70 Million",0,20,798,13301
"01-25-2012","21--24--4--10--2--43","2--4--10--21--24--43","$2.60 Million",0,14,745,11643
"01-21-2012","27--7--11--23--40--35","7--11--23--27--35--40","$2.50 Million",0,30,846,12666
"01-18-2012","42--10--20--8--4--7","4--7--8--10--20--42","$2.40 Million",0,17,845,12083
"01-14-2012","22--26--1--8--17--7","1--7--8--17--22--26","$2.30 Million",0,15,857,12758
"01-11-2012","8--34--26--40--3--39","3--8--26--34--39--40","$2.20 Million",0,20,631,10604
"01-07-2012","37--14--36--7--34--12","7--12--14--34--36--37","$2.10 Million",0,16,719,12012
"01-04-2012","5--38--12--19--17--26","5--12--17--19--26--38","$2.00 Million",0,16,676,11029
"12-31-2011","11--26--41--40--13--18","11--13--18--26--40--41","$1.90 Million",0,21,750,12451
"12-28-2011","8--41--30--38--21--23","8--21--23--30--38--41","$1.80 Million",0,12,578,9571
"12-24-2011","19--34--10--25--15--16","10--15--16--19--25--34","$1.70 Million",0,12,754,12086
"12-21-2011","21--8--40--37--43--14","8--14--21--37--40--43","$1.60 Million",0,15,619,10079
"12-17-2011","7--37--9--44--17--42","7--9--17--37--42--44","$1.50 Million",0,24,675,10748
"12-14-2011","15--28--6--32--2--25","2--6--15--25--28--32","$1.40 Million",0,12,556,9550
"12-10-2011","33--7--36--4--38--43","4--7--33--36--38--43","$1.30 Million",0,13,541,9756
"12-07-2011","4--3--36--31--2--16","2--3--4--16--31--36","$1.20 Million",0,13,552,9358
"12-03-2011","33--39--12--21--43--31","12--21--31--33--39--43","$1.10 Million",0,12,593,10147
"11-30-2011","5--17--44--24--1--40","1--5--17--24--40--44","$1.00 Million",0,7,568,9076
"11-26-2011","20--37--22--33--31--2","2--20--22--31--33--37","$2.40 Million",1,14,616,10232
"11-23-2011","12--36--32--24--27--43","12--24--27--32--36--43","$2.30 Million",0,19,724,11525
"11-19-2011","22--27--28--44--20--16","16--20--22--27--28--44","$2.20 Million",0,12,729,11794
"11-16-2011","33--2--32--13--39--6","2--6--13--32--33--39","$2.10 Million",0,16,658,10372
"11-12-2011","27--25--17--28--26--12","12--17--25--26--27--28","$2.00 Million",0,13,714,12089
"11-09-2011","12--38--10--40--41--23","10--12--23--38--40--41","$1.90 Million",0,7,649,10023
"11-05-2011","10--1--43--8--42--3","1--3--8--10--42--43","$1.80 Million",0,13,680,11768
"11-02-2011","24--39--5--26--12--37","5--12--24--26--37--39","$1.70 Million",0,17,696,11039
"10-29-2011","6--18--41--35--8--19","6--8--18--19--35--41","$1.60 Million",0,16,696,11356
"10-26-2011","42--33--43--41--25--44","25--33--41--42--43--44","$1.50 Million",0,14,639,9245
"10-22-2011","39--14--15--18--26--28","14--15--18--26--28--39","$1.40 Million",0,10,618,10120
"10-19-2011","24--8--36--12--2--37","2--8--12--24--36--37","$1.30 Million",0,14,596,9718
"10-15-2011","7--36--44--27--13--10","7--10--13--27--36--44","$1.20 Million",0,15,721,10529
"10-12-2011","18--41--10--2--9--15","2--9--10--15--18--41","$1.10 Million",0,15,537,9441
"10-08-2011","4--34--16--36--32--35","4--16--32--34--35--36","$1.00 Million",0,17,555,9038
"10-05-2011","33--27--31--17--4--11","4--11--17--27--31--33","$2.80 Million",1,14,749,11669
"10-01-2011","43--13--10--14--33--32","10--13--14--32--33--43","$2.70 Million",0,18,736,11634
"09-28-2011","2--9--20--44--23--32","2--9--20--23--32--44","$2.60 Million",0,12,690,11041
"09-24-2011","1--25--33--29--32--40","1--25--29--32--33--40","$2.50 Million",0,16,685,11322
"09-21-2011","16--24--41--32--9--3","3--9--16--24--32--41","$2.40 Million",0,18,677,11112
"09-17-2011","40--3--43--24--7--12","3--7--12--24--40--43","$2.30 Million",0,14,847,12329
"09-14-2011","44--23--17--28--10--36","10--17--23--28--36--44","$2.20 Million",0,14,690,10805
"09-10-2011","8--2--30--41--37--11","2--8--11--30--37--41","$2.10 Million",0,22,794,12042
"09-07-2011","23--5--39--7--6--25","5--6--7--23--25--39","$2.00 Million",0,7,661,10707
"09-03-2011","15--20--5--43--41--26","5--15--20--26--41--43","$1.90 Million",0,19,714,11348
"08-31-2011","34--17--24--23--36--7","7--17--23--24--34--36","$1.80 Million",0,11,594,9930
"08-27-2011","26--10--37--14--31--12","10--12--14--26--31--37","$1.70 Million",0,14,682,11143
"08-24-2011","17--20--21--16--40--35","16--17--20--21--35--40","$1.60 Million",0,17,564,9507
"08-20-2011","40--31--32--34--1--16","1--16--31--32--34--40","$1.50 Million",0,10,631,10113
"08-17-2011","8--2--7--36--23--40","2--7--8--23--36--40","$1.40 Million",0,12,650,9945
"08-13-2011","37--26--42--44--32--24","24--26--32--37--42--44","$1.30 Million",0,17,605,9822
"08-10-2011","38--28--3--34--23--16","3--16--23--28--34--38","$1.20 Million",0,16,604,9614
"08-06-2011","22--15--26--19--17--23","15--17--19--22--23--26","$1.10 Million",0,20,703,10567
"08-03-2011","43--38--33--15--22--25","15--22--25--33--38--43","$1.00 Million",0,9,561,8952
"07-30-2011","16--41--1--29--26--24","1--16--24--26--29--41","$1.20 Million",1,14,609,10219
