Draw Date	Numbers As Drawn	Numbers In Order	Jackpot	6 of 6	5 of 6	4 of 6	3 of 6
19-May-12	11:43:19:29:2:12	2:11:12:19:29:43	$1.5 Million	1	18	760	11420
23-May-12	29:4:42:5:31:23	4:5:23:29:31:42	$1.0 Million	0	10	528	8739
26-May-12	20:36:35:39:32:14	14:20:32:35:36:39	$1.1 Million	0	16	585	8982
30-May-12	14:29:15:44:6:23	6:14:15:23:29:44	$1.2 Million	0	14	507	8589
2-Jun-12	32:7:44:33:16:20	7:16:20:32:33:44	$1.3 Million	0	12	603	9748
6-Jun-12	12:28:21:16:42:10	10:12:16:21:28:42	$1.4 Million	0	19	634	9808
9-Jun-12	31:8:3:35:1:30	1:3:8:30:31:35	$1.5 Million	0	10	652	10486
13-Jun-12	39:29:38:43:5:2	2:5:29:38:39:43	$1.6 Million	0	9	563	9152
16-Jun-12	37:25:5:13:24:34	5:13:24:25:34:37	$1.7 Million	0	11	585	10397
20-Jun-12	21:17:13:10:11:16	10:11:13:16:17:21	$1.8 Million	0	14	617	10092
23-Jun-12	41:23:29:22:30:25	22:23:25:29:30:41	$1.9 Million	0	23	624	10497
27-Jun-12	19:18:25:20:31:6	6:18:19:20:25:31	$2.0 Million	0	14	620	9880
30-Jun-12	22:42:27:16:23:36	16:22:23:27:36:42	$2.1 Million	0	10	674	10848
4-Jul-12	31:35:40:10:5:43	5:10:31:35:40:43	$2.2 Million	0	22	608	9728
7-Jul-12	6:22:7:26:1:13	1:6:7:13:22:26	$2.3 Million	0	14	817	11850
11-Jul-12	27:36:9:34:17:8	8:9:17:27:34:36	$2.4 Million	0	15	650	10726
14-Jul-12	6:35:41:16:22:28	6:16:22:28:35:41	$2.5 Million	0	15	706	11171
18-Jul-12	19:2:30:9:44:7	2:7:9:19:30:44	$2.6 Million	0	17	706	11434
21-Jul-12	14:15:38:13:19:2	2:13:14:15:19:38	$2.7 Million	1	14	695	11242
25-Jul-12	33:3:38:4:13:31	3:4:13:31:33:38	$1.0 Million	0	10	501	8090
28-Jul-12	6:4:13:31:29:10	4:6:10:13:29:31	$1.1 Million	0	11	656	9827
1-Aug-12	29:24:20:9:41:10	9:10:20:24:29:41	$1.2 Million	0	6	517	8660
4-Aug-12	44:27:12:10:16:33	10:12:16:27:33:44	$1.3 Million	0	12	627	10185
8-Aug-12	3:43:6:27:15:41	3:6:15:27:41:43	$1.4 Million	0	13	572	9096
11-Aug-12	21:10:36:33:38:29	10:21:29:33:36:38	$1.5 Million	0	14	586	9682
15-Aug-12	38:4:6:32:11:39	4:6:11:32:38:39	$1.6 Million	0	13	584	10303
18-Aug-12	10:4:33:22:17:20	4:10:17:20:22:33	$1.7 Million	0	16	641	10577
22-Aug-12	5:2:34:16:31:29	2:5:16:29:31:34	$1.8 Million	0	11	598	9599
25-Aug-12	39:24:32:29:41:12	12:24:29:32:39:41	$1.9 Million	0	14	619	10004
29-Aug-12	16:42:36:41:34:4	4:16:34:36:41:42	$2.0 Million	0	9	539	8929
1-Sep-12	32:10:43:1:19:25	1:10:19:25:32:43	$2.1 Million	0	9	706	11150
5-Sep-12	28:22:15:29:35:3	3:15:22:28:29:35	$2.2 Million	0	8	620	10020
8-Sep-12	17:4:19:32:44:31	4:17:19:31:32:44	$2.3 Million	0	13	660	10811
12-Sep-12	6:33:27:1:23:42	1:6:23:27:33:42	$2.4 Million	0	16	632	10160
15-Sep-12	9:37:7:38:24:8	7:8:9:24:37:38	$2.5 Million	0	14	712	11394
19-Sep-12	30:15:11:17:35:10	10:11:15:17:30:35	$2.6 Million	0	10	638	11091
22-Sep-12	32:24:30:6:4:29	4:6:24:29:30:32	$2.7 Million	0	14	670	11590
26-Sep-12	34:18:38:4:16:37	4:16:18:34:37:38	$2.8 Million	0	8	594	10724
29-Sep-12	9:38:24:29:36:28	9:24:28:29:36:38	$2.9 Million	0	19	661	11866
3-Oct-12	25:30:19:29:16:10	10:16:19:25:29:30	$3.0 Million	0	18	839	12823
6-Oct-12	26:30:27:40:35:12	12:26:27:30:35:40	$3.1 Million	0	17	820	13015
10-Oct-12	43:22:23:44:19:42	19:22:23:42:43:44	$3.2 Million	0	12	680	11136
13-Oct-12	10:43:28:31:8:4	4:8:10:28:31:43	$3.3 Million	0	22	890	13487
17-Oct-12	43:13:22:34:36:38	13:22:34:36:38:43	$3.4 Million	0	19	700	11424
20-Oct-12	28:8:19:25:39:11	8:11:19:25:28:39	$3.5 Million	0	13	873	13568
24-Oct-12	1:14:34:35:22:3	1:3:14:22:34:35	$3.6 Million	0	20	674	11822
27-Oct-12	34:12:18:27:1:21	1:12:18:21:27:34	$3.7 Million	0	15	862	13332
31-Oct-12	8:26:42:24:39:41	8:24:26:39:41:42	$3.8 Million	0	18	741	12065
3-Nov-12	37:44:15:30:13:32	13:15:30:32:37:44	$3.9 Million	0	12	797	13316
7-Nov-12	31:33:22:16:21:6	6:16:21:22:31:33	$4.0 Million	0	20	913	14675
10-Nov-12	5:24:19:26:18:33	5:18:19:24:26:33	$4.1 Million	0	17	952	15607
14-Nov-12	34:41:12:16:1:4	1:4:12:16:34:41	$4.2 Million	1	20	924	14563
17-Nov-12	2:38:43:24:42:40	2:24:38:40:42:43	$1.0 Million	0	11	572	9852
21-Nov-12	5:2:14:9:1:28	1:2:5:9:14:28	$1.1 Million	0	23	760	11140
24-Nov-12	29:6:17:43:37:35	6:17:29:35:37:43	$1.2 Million	0	9	661	10340
28-Nov-12	38:27:1:31:2:43	1:2:27:31:38:43	$1.3 Million	0	20	817	13213
1-Dec-12	9:15:18:36:16:30	9:15:16:18:30:36	$1.4 Million	0	17	629	10659
5-Dec-12	16:8:38:41:15:31	8:15:16:31:38:41	$1.5 Million	0	16	622	9901
8-Dec-12	29:43:23:11:12:18	11:12:18:23:29:43	$1.6 Million	0	23	770	11969
12-Dec-12	36:1:37:29:10:13	1:10:13:29:36:37	$1.7 Million	0	19	694	11271
15-Dec-12	1:16:13:11:20:17	1:11:13:16:17:20	$1.8 Million	0	17	735	11938
19-Dec-12	29:18:41:32:42:1	1:18:29:32:41:42	$1.9 Million	0	15	605	10380
22-Dec-12	13:44:7:38:30:1	1:7:13:30:38:44	$2.0 Million	0	16	745	12230
26-Dec-12	2:27:12:15:37:9	2:9:12:15:27:37	$2.1 Million	0	14	709	10942
29-Dec-12	16:41:3:5:35:21	3:5:16:21:35:41	$2.2 Million	0	24	782	11884
2-Jan-13	18:33:6:17:2:22	2:6:17:18:22:33	$2.3 Million	1	18	626	10706
5-Jan-13	11:34:30:42:1:24	1:11:24:30:34:42	$1.0 Million	0	13	577	9671
9-Jan-13	30:18:7:13:21:32	7:13:18:21:30:32	$1.1 Million	0	8	571	9006
12-Jan-13	36:4:34:35:11:15	4:11:15:34:35:36	$1.2 Million	0	6	545	9443
16-Jan-13	1:21:5:16:40:41	1:5:16:21:40:41	$1.3 Million	0	13	585	9065
19-Jan-13	25:34:10:19:9:29	9:10:19:25:29:34	$1.4 Million	0	11	734	10886
23-Jan-13	41:44:20:22:36:19	19:20:22:36:41:44	$1.5 Million	0	7	557	9201
26-Jan-13	37:39:32:4:15:26	4:15:26:32:37:39	$1.6 Million	0	6	614	9890
30-Jan-13	37:32:26:10:30:36	10:26:30:32:36:37	$1.7 Million	0	9	526	8927
2-Feb-13	31:32:24:5:40:37	5:24:31:32:37:40	$1.8 Million	0	10	623	10468
6-Feb-13	34:31:1:28:30:41	1:28:30:31:34:41	$1.9 Million	0	8	594	9644
9-Feb-13	18:30:31:29:19:24	18:19:24:29:30:31	$2.0 Million	0	17	676	11186
13-Feb-13	10:20:26:13:43:4	4:10:13:20:26:43	$2.1 Million	0	17	707	11111
16-Feb-13	40:1:27:37:8:36	1:8:27:36:37:40	$2.2 Million	1	16	674	11259
20-Feb-13	22:8:23:26:27:9	8:9:22:23:26:27	$1.0 Million	0	17	605	9709
23-Feb-13	27:3:8:39:2:17	2:3:8:17:27:39	$1.1 Million	0	10	595	9345
27-Feb-13	20:23:42:38:33:21	20:21:23:33:38:42	$1.2 Million	0	10	469	8242
2-Mar-13	32:7:25:42:40:3	3:7:25:32:40:42	$1.3 Million	0	13	625	9944
6-Mar-13	33:40:12:30:24:11	11:12:24:30:33:40	$1.4 Million	0	16	571	9555
9-Mar-13	15:13:7:37:28:24	7:13:15:24:28:37	$1.5 Million	0	21	642	10740
13-Mar-13	18:32:34:31:36:41	18:31:32:34:36:41	$1.6 Million	0	7	558	9357
16-Mar-13	5:11:4:44:43:40	4:5:11:40:43:44	$1.7 Million	0	19	738	10853
20-Mar-13	1:19:10:8:13:18	1:8:10:13:18:19	$1.8 Million	0	18	716	11554
23-Mar-13	28:11:6:14:40:20	6:11:14:20:28:40	$1.9 Million	0	11	883	13029
27-Mar-13	31:36:17:28:37:44	17:28:31:36:37:44	$2.0 Million	0	11	554	9476
30-Mar-13	27:44:3:16:25:21	3:16:21:25:27:44	$2.1 Million	0	12	770	12263
3-Apr-13	18:2:38:36:21:13	2:13:18:21:36:38	$2.2 Million	0	16	632	10798
6-Apr-13	28:29:7:20:17:26	7:17:20:26:28:29	$2.3 Million	0	15	814	12248
10-Apr-13	5:44:2:34:40:24	2:5:24:34:40:44	$2.4 Million	0	21	645	10530
13-Apr-13	3:33:16:27:41:7	3:7:16:27:33:41	$2.5 Million	0	14	773	12371
17-Apr-13	11:2:13:8:41:24	2:8:11:13:24:41	$2.6 Million	0	16	717	11694
20-Apr-13	21:20:24:14:25:35	14:20:21:24:25:35	$2.7 Million	1	15	677	11654
24-Apr-13	2:38:24:42:17:33	2:17:24:33:38:42	$1.0 Million	0	14	468	8260
27-Apr-13	14:32:25:3:44:35	3:14:25:32:35:44	$1.1 Million	1	9	566	9346
1-May-13	5:43:37:11:26:29	5:11:26:29:37:43	$1.0 Million	0	22	593	9102
4-May-13	44:37:29:2:15:27	2:15:27:29:37:44	$1.1 Million	0	10	640	9786
8-May-13	6:25:36:31:1:44	1:6:25:31:36:44	$1.2 Million	0	11	563	9350
11-May-13	13:30:17:18:44:41	13:17:18:30:41:44	$1.3 Million	0	13	646	10198
15-May-13	44:40:23:17:37:26	17:23:26:37:40:44	$1.4 Million	0	16	672	10822
18-May-13	8:23:16:41:22:43	8:16:22:23:41:43	$1.5 Million	0	17	786	13237
22-May-13	44:15:3:40:9:2	2:3:9:15:40:44	$1.6 Million	0	12	564	9414
25-May-13	29:42:38:6:19:40	6:19:29:38:40:42	$1.7 Million	0	10	620	10126
29-May-13	15:31:28:2:43:37	2:15:28:31:37:43	$1.8 Million	0	10	586	8882
1-Jun-13	14:26:35:31:8:18	8:14:18:26:31:35	$1.9 Million	0	13	701	10664
5-Jun-13	5:41:26:38:7:42	5:7:26:38:41:42	$2.0 Million	1	9	584	10228
8-Jun-13	26:9:28:20:6:5	5:6:9:20:26:28	$1.0 Million	0	19	666	10580
12-Jun-13	22:29:33:36:31:12	12:22:29:31:33:36	$1.1 Million	0	8	555	8528
15-Jun-13	20:40:29:30:31:34	20:29:30:31:34:40	$1.2 Million	0	8	503	9045
19-Jun-13	11:23:28:2:39:12	2:11:12:23:28:39	$1.3 Million	0	16	612	9571
22-Jun-13	2:21:8:5:32:14	2:5:8:14:21:32	$1.4 Million	0	17	685	10395
26-Jun-13	9:27:2:15:26:7	2:7:9:15:26:27	$1.5 Million	0	9	683	10005
29-Jun-13	28:39:38:15:13:5	5:13:15:28:38:39	$1.6 Million	0	14	667	9903
3-Jul-13	28:8:34:27:41:4	4:8:27:28:34:41	$1.7 Million	0	10	561	9749
6-Jul-13	21:27:40:5:42:22	5:21:22:27:40:42	$1.8 Million	0	10	586	9589
10-Jul-13	30:31:32:19:3:6	3:6:19:30:31:32	$1.9 Million	0	9	626	9811
13-Jul-13	19:1:38:39:37:14	1:14:19:37:38:39	$2.0 Million	0	12	579	10145
17-Jul-13	27:31:6:2:16:19	2:6:16:19:27:31	$2.1 Million	0	19	689	10542
20-Jul-13	19:39:17:32:29:44	17:19:29:32:39:44	$2.2 Million	0	9	615	10776
24-Jul-13	17:11:12:7:38:28	7:11:12:17:28:38	$2.3 Million	0	14	744	11384
27-Jul-13	1:24:8:5:4:12	1:4:5:8:12:24	$2.4 Million	0	24	1020	13285
31-Jul-13	21:30:40:22:8:1	1:8:21:22:30:40	$2.5 Million	0	21	722	11509
3-Aug-13	35:17:11:24:27:28	11:17:24:27:28:35	$2.6 Million	0	16	843	13578
7-Aug-13	11:37:28:23:27:32	11:23:27:28:32:37	$2.7 Million	0	20	854	14240
10-Aug-13	25:14:32:7:2:21	2:7:14:21:25:32	$2.8 Million	0	17	829	13014
14-Aug-13	1:28:42:29:36:10	1:10:28:29:36:42	$2.9 Million	0	14	714	11793
17-Aug-13	30:19:36:25:4:34	4:19:25:30:34:36	$3.0 Million	0	20	865	13233
21-Aug-13	32:20:27:7:36:21	7:20:21:27:32:36	$3.1 Million	0	15	814	12915
24-Aug-13	4:8:44:37:21:18	4:8:18:21:37:44	$3.2 Million	0	15	889	13902
28-Aug-13	36:34:35:7:25:1	1:7:25:34:35:36	$3.3 Million	0	19	782	12259
31-Aug-13	34:3:40:26:14:27	3:14:26:27:34:40	$3.4 Million	0	9	835	13392
4-Sep-13	44:18:27:41:6:38	6:18:27:38:41:44	$3.5 Million	0	13	862	13166
7-Sep-13	19:31:28:34:18:40	18:19:28:31:34:40	$3.6 Million	0	20	886	14370
11-Sep-13	5:29:37:7:16:28	5:7:16:28:29:37	$3.7 Million	0	26	901	14745
14-Sep-13	28:10:5:2:21:30	2:5:10:21:28:30	$3.8 Million	0	23	1147	16799
18-Sep-13	16:33:41:13:40:15	13:15:16:33:40:41	$3.9 Million	0	21	975	15922
21-Sep-13	10:21:20:32:27:13	10:13:20:21:27:32	$4.0 Million	0	23	971	16178
25-Sep-13	11:8:42:44:21:37	8:11:21:37:42:44	$4.1 Million	0	28	975	15738
28-Sep-13	31:29:21:34:7:16	7:16:21:29:31:34	$4.2 Million	0	22	1004	16514
2-Oct-13	44:17:36:26:18:22	17:18:22:26:36:44	$4.3 Million	0	21	949	15674
5-Oct-13	26:36:20:25:19:35	19:20:25:26:35:36	$4.4 Million	0	20	980	16037
9-Oct-13	27:6:15:26:5:1	1:5:6:15:26:27	$4.5 Million	0	18	1009	16627
12-Oct-13	13:39:17:29:16:25	13:16:17:25:29:39	$4.7 Million	1	21	1010	16582
16-Oct-13	21:38:22:35:14:32	14:21:22:32:35:38	$1.0 Million	0	10	520	9059
19-Oct-13	38:2:19:16:40:37	2:16:19:37:38:40	$1.1 Million	0	12	583	9102
23-Oct-13	43:21:26:22:3:11	3:11:21:22:26:43	$1.2 Million	0	15	640	10137
26-Oct-13	4:16:5:43:40:8	4:5:8:16:40:43	$1.3 Million	0	13	595	10130
30-Oct-13	4:16:42:29:26:11	4:11:16:26:29:42	$1.4 Million	0	10	626	9322
2-Nov-13	28:39:2:6:36:24	2:6:24:28:36:39	$1.5 Million	0	15	587	10289
6-Nov-13	24:44:16:6:40:39	6:16:24:39:40:44	$1.6 Million	0	13	543	9115
9-Nov-13	43:19:28:33:38:6	6:19:28:33:38:43	$1.7 Million	0	17	616	10133
13-Nov-13	16:38:29:24:42:36	16:24:29:36:38:42	$1.8 Million	0	18	562	9271
16-Nov-13	32:12:43:16:13:28	12:13:16:28:32:43	$1.9 Million	0	12	626	10065
20-Nov-13	5:39:44:21:33:12	5:12:21:33:39:44	$2.0 Million	0	16	606	10118
23-Nov-13	8:5:31:32:2:28	2:5:8:28:31:32	$2.1 Million	0	14	754	11195
27-Nov-13	40:7:37:44:5:19	5:7:19:37:40:44	$2.2 Million	0	21	694	11143
30-Nov-13	12:38:40:26:18:6	6:12:18:26:38:40	$2.3 Million	0	16	617	10387
4-Dec-13	5:20:32:31:44:26	5:20:26:31:32:44	$2.4 Million	0	15	674	10998
7-Dec-13	11:30:34:39:44:32	11:30:32:34:39:44	$2.5 Million	0	10	595	9748
11-Dec-13	42:34:32:18:26:16	16:18:26:32:34:42	$2.6 Million	0	11	685	10244
14-Dec-13	17:25:4:8:34:7	4:7:8:17:25:34	$2.7 Million	0	16	760	12285
18-Dec-13	13:39:20:25:28:27	13:20:25:27:28:39	$2.8 Million	0	14	773	12930
21-Dec-13	29:8:28:43:5:33	5:8:28:29:33:43	$2.9 Million	0	11	717	12477
25-Dec-13	11:35:28:39:9:44	9:11:28:35:39:44	$3.0 Million	0	8	765	12135
28-Dec-13	14:40:23:6:19:15	6:14:15:19:23:40	$3.1 Million	1	19	800	13272
1-Jan-14	38:27:11:19:3:2	2:3:11:19:27:38	$1.0 Million	0	15	791	10455
4-Jan-14	5:15:36:33:29:14	5:14:15:29:33:36	$1.1 Million	0	13	660	10520
8-Jan-14	21:20:44:17:12:25	12:17:20:21:25:44	$1.2 Million	0	13	449	8122
11-Jan-14	15:26:31:12:43:27	12:15:26:27:31:43	$1.3 Million	0	7	624	9977
15-Jan-14	2:26:29:6:36:28	2:6:26:28:29:36	$1.4 Million	0	6	599	9724
18-Jan-14	7:28:29:26:44:13	7:13:26:28:29:44	$1.5 Million	0	13	648	10968
22-Jan-14	24:43:2:17:14:7	2:7:14:17:24:43	$1.6 Million	0	12	643	10108
25-Jan-14	34:2:19:38:21:39	2:19:21:34:38:39	$1.7 Million	0	16	601	9930
29-Jan-14	30:19:26:43:36:41	19:26:30:36:41:43	$1.8 Million	0	8	589	9280
1-Feb-14	9:20:42:28:15:41	9:15:20:28:41:42	$1.9 Million	0	20	636	10364
5-Feb-14	40:31:34:4:21:35	4:21:31:34:35:40	$2.0 Million	0	12	515	8599
8-Feb-14	17:37:11:2:7:12	2:7:11:12:17:37	$2.1 Million	0	21	836	12457
12-Feb-14	9:12:27:33:15:4	4:9:12:15:27:33	$2.2 Million	0	8	703	11143
15-Feb-14	40:7:16:11:18:8	7:8:11:16:18:40	$2.3 Million	2	11	760	12810
19-Feb-14	32:39:44:25:9:19	9:19:25:32:39:44	$1.0 Million	0	21	650	10570
22-Feb-14	38:27:22:39:16:26	16:22:26:27:38:39	$1.1 Million	0	4	514	8927
26-Feb-14	19:43:29:39:7:40	7:19:29:39:40:43	$1.2 Million	0	14	575	8830
1-Mar-14	40:8:15:22:1:18	1:8:15:18:22:40	$1.3 Million	0	13	688	10916
5-Mar-14	23:26:36:21:40:7	7:21:23:26:36:40	$1.4 Million	0	12	563	8555
8-Mar-14	38:34:35:1:23:31	1:23:31:34:35:38	$1.5 Million	0	9	555	9229
12-Mar-14	43:32:1:4:13:3	1:3:4:13:32:43	$1.6 Million	0	12	546	9051
15-Mar-14	14:18:11:12:6:33	6:11:12:14:18:33	$1.7 Million	0	12	647	10599
19-Mar-14	28:24:15:42:40:10	10:15:24:28:40:42	$1.8 Million	0	16	614	9347
22-Mar-14	27:31:21:32:40:4	4:21:27:31:32:40	$1.9 Million	0	16	598	10105
26-Mar-14	12:9:37:30:2:14	2:9:12:14:30:37	$2.0 Million	0	16	663	10373
29-Mar-14	42:25:12:34:6:35	6:12:25:34:35:42	$2.1 Million	0	14	633	10523
2-Apr-14	15:7:31:19:22:13	7:13:15:19:22:31	$2.2 Million	0	17	697	10711
5-Apr-14	17:20:11:15:3:4	3:4:11:15:17:20	$2.3 Million	0	16	742	12037
9-Apr-14	9:4:30:13:43:1	1:4:9:13:30:43	$2.4 Million	0	11	692	11294
12-Apr-14	17:29:13:9:21:3	3:9:13:17:21:29	$2.5 Million	1	25	869	12292
16-Apr-14	13:44:26:16:23:9	9:13:16:23:26:44	$1.0 Million	0	5	528	8710
19-Apr-14	17:20:15:3:27:1	1:3:15:17:20:27	$1.1 Million	0	11	597	9700
23-Apr-14	4:8:39:21:7:13	4:7:8:13:21:39	$1.2 Million	0	11	607	9332
26-Apr-14	2:6:39:13:27:38	2:6:13:27:38:39	$1.3 Million	0	11	596	9436
30-Apr-14	38:19:44:35:4:11	4:11:19:35:38:44	$1.4 Million	0	16	637	9098
3-May-14	14:12:32:37:34:6	6:12:14:32:34:37	$1.5 Million	0	9	532	8989
7-May-14	23:36:40:30:34:29	23:29:30:34:36:40	$1.6 Million	0	9	496	8283
10-May-14	25:10:41:38:20:32	10:20:25:32:38:41	$1.7 Million	0	12	558	9152
14-May-14	10:4:22:8:39:44	4:8:10:22:39:44	$1.8 Million	0	17	590	9173
17-May-14	12:11:26:28:9:38	9:11:12:26:28:38	$1.9 Million	0	7	635	10376
21-May-14	5:11:19:18:1:38	1:5:11:18:19:38	$2.0 Million	0	12	565	9869
24-May-14	1:43:42:38:8:37	1:8:37:38:42:43	$2.1 Million	0	12	603	9602
28-May-14	44:8:19:39:11:16	8:11:16:19:39:44	$2.2 Million	0	14	630	9530
31-May-14	36:44:14:40:7:18	7:14:18:36:40:44	$2.3 Million	0	16	611	10302
4-Jun-14	11:17:21:40:30:25	11:17:21:25:30:40	$2.4 Million	0	13	645	10330
7-Jun-14	24:5:4:3:39:43	3:4:5:24:39:43	$2.5 Million	0	14	625	10584
11-Jun-14	23:42:20:35:25:12	12:20:23:25:35:42	$2.6 Million	0	14	638	10007
14-Jun-14	3:44:13:4:40:12	3:4:12:13:40:44	$2.7 Million	0	16	719	11574
18-Jun-14	2:15:43:35:39:11	2:11:15:35:39:43	$2.8 Million	0	9	629	10195
21-Jun-14	30:33:25:32:12:13	12:13:25:30:32:33	$2.9 Million	0	14	691	10468
25-Jun-14	1:22:41:10:38:42	1:10:22:38:41:42	$3.0 Million	1	20	692	10819
28-Jun-14	36:33:14:42:15:40	14:15:33:36:40:42	$1.0 Million	0	4	484	7737
2-Jul-14	29:9:22:40:1:41	1:9:22:29:40:41	$1.1 Million	0	4	514	8702
5-Jul-14	27:5:30:42:9:15	5:9:15:27:30:42	$1.2 Million	0	18	666	9936
9-Jul-14	16:20:25:4:35:3	3:4:16:20:25:35	$1.3 Million	0	5	593	9363
12-Jul-14	40:14:24:21:26:7	7:14:21:24:26:40	$1.4 Million	0	14	622	10623
16-Jul-14	5:17:7:31:3:19	3:5:7:17:19:31	$1.5 Million	0	15	733	10759
19-Jul-14	11:7:6:23:37:31	6:7:11:23:31:37	$1.6 Million	0	21	732	11229
23-Jul-14	19:30:16:26:37:14	14:16:19:26:30:37	$1.7 Million	0	7	619	9610
26-Jul-14	37:21:9:43:23:6	6:9:21:23:37:43	$1.8 Million	0	10	681	10499
30-Jul-14	15:42:3:12:33:34	3:12:15:33:34:42	$1.9 Million	0	12	547	9435
2-Aug-14	38:11:26:37:24:5	5:11:24:26:37:38	$2.0 Million	0	13	615	10601
6-Aug-14	16:1:4:31:18:32	1:4:16:18:31:32	$2.1 Million	0	9	516	9316
9-Aug-14	26:9:2:1:18:7	1:2:7:9:18:26	$2.2 Million	0	14	734	11131
13-Aug-14	20:37:26:40:42:22	20:22:26:37:40:42	$2.3 Million	0	11	555	9018
16-Aug-14	6:1:44:37:36:8	1:6:8:36:37:44	$2.4 Million	0	9	639	10129
20-Aug-14	3:26:8:43:12:10	3:8:10:12:26:43	$2.5 Million	0	9	644	10291
23-Aug-14	1:16:11:32:20:40	1:11:16:20:32:40	$2.6 Million	0	13	697	10560
27-Aug-14	37:16:41:6:24:2	2:6:16:24:37:41	$2.7 Million	0	16	629	9546
30-Aug-14	21:2:18:30:38:17	2:17:18:21:30:38	$2.8 Million	0	19	651	10544
3-Sep-14	37:31:41:43:18:32	18:31:32:37:41:43	$2.9 Million	0	9	582	9311
6-Sep-14	5:32:20:29:11:7	5:7:11:20:29:32	$3.0 Million	0	26	821	12081
10-Sep-14	44:34:22:36:25:1	1:22:25:34:36:44	$3.1 Million	0	5	646	10220
13-Sep-14	15:35:9:30:18:3	3:9:15:18:30:35	$3.2 Million	0	15	824	12246
17-Sep-14	14:17:9:28:1:42	1:9:14:17:28:42	$3.3 Million	0	11	638	11146
20-Sep-14	21:43:33:44:18:37	18:21:33:37:43:44	$3.4 Million	0	9	721	11360
24-Sep-14	15:41:35:21:40:12	12:15:21:35:40:41	$3.5 Million	0	12	689	11379
27-Sep-14	37:43:6:31:41:23	6:23:31:37:41:43	$3.6 Million	0	17	777	11569
1-Oct-14	33:32:37:21:20:2	2:20:21:32:33:37	$3.7 Million	0	24	691	11189
4-Oct-14	19:36:5:14:22:43	5:14:19:22:36:43	$3.8 Million	1	16	773	12235
8-Oct-14	21:12:15:40:42:14	12:14:15:21:40:42	$1.0 Million	0	10	500	7582
11-Oct-14	21:13:6:9:23:4	4:6:9:13:21:23	$1.1 Million	0	11	643	9456
15-Oct-14	23:19:9:1:28:41	1:9:19:23:28:41	$1.2 Million	0	9	539	8186
18-Oct-14	39:28:21:24:1:18	1:18:21:24:28:39	$1.3 Million	0	9	519	8694
22-Oct-14	6:23:14:11:13:3	3:6:11:13:14:23	$1.4 Million	0	12	600	9130
25-Oct-14	23:37:35:6:4:29	4:6:23:29:35:37	$1.5 Million	0	13	557	9108
29-Oct-14	10:3:21:25:24:18	3:10:18:21:24:25	$1.6 Million	0	11	573	9017
1-Nov-14	13:5:6:32:12:15	5:6:12:13:15:32	$1.7 Million	0	11	609	9306
5-Nov-14	13:41:29:20:28:37	13:20:28:29:37:41	$1.8 Million	0	10	520	8858
8-Nov-14	29:12:28:17:44:24	12:17:24:28:29:44	$1.9 Million	0	17	597	9867
12-Nov-14	30:26:28:36:9:40	9:26:28:30:36:40	$2.0 Million	0	11	554	8777
15-Nov-14	35:32:24:7:11:31	7:11:24:31:32:35	$2.1 Million	0	17	622	10231
19-Nov-14	32:12:9:26:43:6	6:9:12:26:32:43	$2.2 Million	0	9	562	9282
22-Nov-14	11:18:40:34:9:31	9:11:18:31:34:40	$2.3 Million	0	7	575	9891
26-Nov-14	4:44:3:29:1:17	1:3:4:17:29:44	$2.4 Million	0	13	584	9927
29-Nov-14	20:21:12:19:41:1	1:12:19:20:21:41	$2.5 Million	0	8	580	9663
3-Dec-14	10:11:1:33:14:3	1:3:10:11:14:33	$2.6 Million	0	14	709	10592
6-Dec-14	13:30:31:32:15:5	5:13:15:30:31:32	$2.7 Million	0	16	628	10118
10-Dec-14	39:22:2:27:30:43	2:22:27:30:39:43	$2.8 Million	0	18	618	9824
13-Dec-14	37:39:22:26:4:9	4:9:22:26:37:39	$2.9 Million	0	13	628	10590
17-Dec-14	12:26:4:21:25:2	2:4:12:21:25:26	$3.0 Million	0	24	770	11404
20-Dec-14	23:17:44:13:27:34	13:17:23:27:34:44	$3.1 Million	0	17	744	11287
24-Dec-14	37:1:9:33:32:12	1:9:12:32:33:37	$3.2 Million	0	18	792	12411
27-Dec-14	23:22:25:2:7:18	2:7:18:22:23:25	$3.3 Million	0	18	713	10983
31-Dec-14	35:43:36:21:2:6	2:6:21:35:36:43	$3.4 Million	0	14	751	11993
3-Jan-15	41:8:4:24:11:35	4:8:11:24:35:41	$3.5 Million	0	11	754	11949
7-Jan-15	35:15:33:9:38:43	9:15:33:35:38:43	$3.6 Million	1	12	626	10222
10-Jan-15	32:7:44:19:5:41	5:7:19:32:41:44	$1.0 Million	0	9	571	8828
14-Jan-15	41:42:19:22:32:14	14:19:22:32:41:42	$1.1 Million	0	7	470	7395
17-Jan-15	42:18:30:40:38:21	18:21:30:38:40:42	$1.2 Million	0	8	524	8543
21-Jan-15	8:24:1:43:44:42	1:8:24:42:43:44	$1.3 Million	0	11	503	7825
24-Jan-15	40:20:38:42:19:43	19:20:38:40:42:43	$1.4 Million	0	10	551	8332
28-Jan-15	8:10:21:11:2:34	2:8:10:11:21:34	$1.5 Million	0	18	570	9247
31-Jan-15	34:35:44:22:39:8	8:22:34:35:39:44	$1.6 Million	0	8	591	9176
4-Feb-15	16:38:43:44:11:20	11:16:20:38:43:44	$1.7 Million	0	17	547	8681
7-Feb-15	18:42:30:15:21:29	15:18:21:29:30:42	$1.8 Million	0	14	685	10309
