Draw Date	Numbers As Drawn	Numbers In Order	Jackpot	6 of 6	5 of 6	4 of 6	3 of 6
6-Dec-06	6:5:32:33:27:44	5:6:27:32:33:44	$2.9 Million	0	21	927	14011
9-Dec-06	5:13:36:21:23:3	3:5:13:21:23:36	$3.0 Million	0	22	1118	17287
13-Dec-06	43:38:12:39:35:9	9:12:35:38:39:43	$3.2 Million	0	23	880	14652
16-Dec-06	41:20:17:12:18:39	12:17:18:20:39:41	$3.4 Million	0	19	1008	15911
20-Dec-06	14:12:35:1:28:33	1:12:14:28:33:35	$3.5 Million	0	25	943	15484
23-Dec-06	13:37:7:25:34:12	7:12:13:25:34:37	$3.7 Million	1	27	1119	18501
27-Dec-06	26:6:27:42:44:43	6:26:27:42:43:44	$1.0 Million	0	23	691	11801
30-Dec-06	3:4:12:1:23:26	1:3:4:12:23:26	$1.1 Million	0	24	1006	15741
3-Jan-07	44:13:11:6:38:16	6:11:13:16:38:44	$1.2 Million	0	15	797	13053
6-Jan-07	4:26:44:35:11:28	4:11:26:28:35:44	$1.3 Million	0	21	934	15070
10-Jan-07	41:33:43:10:25:13	10:13:25:33:41:43	$1.4 Million	0	17	761	13508
13-Jan-07	8:30:34:20:28:39	8:20:28:30:34:39	$1.5 Million	0	16	828	13984
17-Jan-07	16:32:12:20:6:19	6:12:16:19:20:32	$1.6 Million	0	13	812	12923
20-Jan-07	19:8:17:43:29:34	8:17:19:29:34:43	$1.7 Million	0	16	1061	16391
24-Jan-07	5:37:36:28:40:9	5:9:28:36:37:40	$1.8 Million	0	19	906	14994
27-Jan-07	6:12:39:1:2:24	1:2:6:12:24:39	$1.9 Million	0	18	1042	16279
31-Jan-07	20:41:18:16:35:43	16:18:20:35:41:43	$2.0 Million	0	26	795	13754
3-Feb-07	44:15:34:21:23:24	15:21:23:24:34:44	$2.1 Million	0	26	973	15932
7-Feb-07	44:31:40:6:21:30	6:21:30:31:40:44	$2.2 Million	0	21	864	14973
10-Feb-07	33:30:19:34:17:25	17:19:25:30:33:34	$2.4 Million	0	19	992	16301
14-Feb-07	28:29:44:39:35:36	28:29:35:36:39:44	$2.6 Million	0	25	876	14402
17-Feb-07	39:12:25:18:30:2	2:12:18:25:30:39	$2.8 Million	0	19	1097	16891
21-Feb-07	19:37:42:28:43:16	16:19:28:37:42:43	$3.0 Million	0	12	992	15590
24-Feb-07	35:38:39:24:16:33	16:24:33:35:38:39	$3.2 Million	0	24	1012	16248
28-Feb-07	21:3:28:14:7:40	3:7:14:21:28:40	$3.4 Million	0	26	1423	18362
3-Mar-07	30:12:7:19:40:18	7:12:18:19:30:40	$3.6 Million	0	22	1321	20174
7-Mar-07	39:42:35:9:44:8	8:9:35:39:42:44	$3.8 Million	0	18	1174	18795
10-Mar-07	27:7:13:2:10:34	2:7:10:13:27:34	$4.0 Million	0	36	1367	22222
14-Mar-07	31:9:6:7:33:16	6:7:9:16:31:33	$4.3 Million	0	19	1248	20307
17-Mar-07	7:25:21:10:18:22	7:10:18:21:22:25	$4.5 Million	0	45	1482	23862
21-Mar-07	1:3:42:2:32:4	1:2:3:4:32:42	$4.7 Million	0	24	1402	21253
24-Mar-07	14:9:18:12:11:38	9:11:12:14:18:38	$5.0 Million	0	34	1406	23721
28-Mar-07	10:8:30:13:14:16	8:10:13:14:16:30	$5.3 Million	0	32	1375	22670
31-Mar-07	23:17:29:2:1:9	1:2:9:17:23:29	$5.6 Million	0	30	1624	25158
4-Apr-07	39:21:41:7:34:40	7:21:34:39:40:41	$5.9 Million	0	24	1422	23518
7-Apr-07	17:12:33:43:42:18	12:17:18:33:42:43	$6.3 Million	0	35	1545	25392
11-Apr-07	32:18:16:41:10:43	10:16:18:32:41:43	$6.7 Million	0	22	1432	23847
14-Apr-07	33:6:39:29:36:15	6:15:29:33:36:39	$7.0 Million	0	24	1599	26969
18-Apr-07	6:36:23:25:34:14	6:14:23:25:34:36	$7.3 Million	0	30	1641	25030
21-Apr-07	37:18:6:44:12:29	6:12:18:29:37:44	$7.6 Million	1	42	1748	27813
25-Apr-07	23:30:13:3:41:17	3:13:17:23:30:41	$1.0 Million	0	21	999	15174
28-Apr-07	3:24:11:2:38:13	2:3:11:13:24:38	$1.1 Million	0	20	967	15794
2-May-07	10:16:39:28:19:8	8:10:16:19:28:39	$1.2 Million	0	19	994	14267
5-May-07	20:8:36:33:1:41	1:8:20:33:36:41	$1.3 Million	0	15	950	14607
9-May-07	25:24:12:38:18:31	12:18:24:25:31:38	$1.4 Million	0	14	816	13379
12-May-07	19:29:18:35:2:3	2:3:18:19:29:35	$1.5 Million	1	16	918	15666
16-May-07	41:1:23:33:31:32	1:23:31:32:33:41	$1.0 Million	0	9	721	12063
19-May-07	35:1:27:28:20:6	1:6:20:27:28:35	$1.1 Million	0	17	847	14086
23-May-07	35:22:31:28:24:41	22:24:28:31:35:41	$1.2 Million	0	9	761	12248
26-May-07	25:41:34:43:30:9	9:25:30:34:41:43	$1.3 Million	0	21	871	13783
30-May-07	22:16:43:44:41:39	16:22:39:41:43:44	$1.4 Million	0	17	786	12091
2-Jun-07	3:7:33:20:42:41	3:7:20:33:41:42	$1.5 Million	0	20	917	14305
6-Jun-07	25:21:12:32:26:38	12:21:25:26:32:38	$1.6 Million	0	14	807	13214
9-Jun-07	17:38:32:37:2:16	2:16:17:32:37:38	$1.7 Million	0	22	841	13669
13-Jun-07	24:31:26:33:40:41	24:26:31:33:40:41	$1.8 Million	1	12	761	12696
16-Jun-07	18:43:26:15:41:12	12:15:18:26:41:43	$1.0 Million	0	15	850	13360
20-Jun-07	24:2:39:34:37:18	2:18:24:34:37:39	$1.1 Million	0	10	733	12031
23-Jun-07	38:26:10:13:27:15	10:13:15:26:27:38	$1.2 Million	0	14	844	14131
27-Jun-07	25:33:23:3:22:32	3:22:23:25:32:33	$1.3 Million	0	12	806	13009
30-Jun-07	8:19:42:3:10:7	3:7:8:10:19:42	$1.4 Million	0	20	1096	16129
4-Jul-07	6:40:44:17:35:20	6:17:20:35:40:44	$1.5 Million	0	17	801	13061
7-Jul-07	35:6:27:10:17:28	6:10:17:27:28:35	$1.6 Million	0	27	1091	17380
11-Jul-07	31:16:1:34:3:43	1:3:16:31:34:43	$1.7 Million	0	16	869	13321
14-Jul-07	35:2:42:29:6:25	2:6:25:29:35:42	$1.8 Million	1	15	936	14725
18-Jul-07	5:14:32:28:6:34	5:6:14:28:32:34	$1.0 Million	0	13	755	12269
21-Jul-07	27:26:10:39:8:34	8:10:26:27:34:39	$1.1 Million	0	23	847	13715
25-Jul-07	35:42:20:23:7:6	6:7:20:23:35:42	$1.2 Million	0	15	750	12889
28-Jul-07	12:16:29:7:44:40	7:12:16:29:40:44	$1.3 Million	0	32	933	14520
1-Aug-07	6:43:38:32:12:18	6:12:18:32:38:43	$1.4 Million	0	20	771	13366
4-Aug-07	20:12:42:28:30:44	12:20:28:30:42:44	$1.5 Million	0	22	1096	15212
8-Aug-07	18:4:36:15:12:24	4:12:15:18:24:36	$1.6 Million	0	26	979	14672
11-Aug-07	16:23:33:17:15:35	15:16:17:23:33:35	$1.7 Million	0	26	897	14968
15-Aug-07	10:6:7:8:37:15	6:7:8:10:15:37	$1.8 Million	0	20	1046	16149
18-Aug-07	41:15:2:36:28:30	2:15:28:30:36:41	$1.9 Million	0	19	969	16456
22-Aug-07	32:25:22:2:7:8	2:7:8:22:25:32	$2.0 Million	0	27	1115	17716
25-Aug-07	23:19:24:41:38:8	8:19:23:24:38:41	$2.1 Million	0	23	1300	20969
29-Aug-07	24:18:10:26:27:21	10:18:21:24:26:27	$2.3 Million	0	24	1035	16210
1-Sep-07	23:5:41:27:34:43	5:23:27:34:41:43	$2.6 Million	1	24	1081	17179
5-Sep-07	8:37:1:24:39:25	1:8:24:25:37:39	$1.0 Million	0	17	748	12652
8-Sep-07	8:23:41:14:12:35	8:12:14:23:35:41	$1.1 Million	0	25	913	14626
12-Sep-07	7:28:12:1:41:23	1:7:12:23:28:41	$1.2 Million	0	23	902	14183
15-Sep-07	21:37:6:42:18:44	6:18:21:37:42:44	$1.3 Million	0	10	890	13961
19-Sep-07	1:42:16:34:15:29	1:15:16:29:34:42	$1.4 Million	2	18	781	12881
22-Sep-07	26:29:5:42:33:18	5:18:26:29:33:42	$1.0 Million	0	22	819	13670
26-Sep-07	20:40:5:33:11:30	5:11:20:30:33:40	$1.1 Million	0	16	885	13236
29-Sep-07	17:37:14:8:5:7	5:7:8:14:17:37	$1.2 Million	0	19	928	15087
3-Oct-07	44:27:34:11:36:17	11:17:27:34:36:44	$1.3 Million	1	21	816	13451
6-Oct-07	7:28:19:12:13:27	7:12:13:19:27:28	$1.0 Million	0	22	1006	15551
10-Oct-07	36:32:5:22:14:30	5:14:22:30:32:36	$1.1 Million	0	14	750	12194
13-Oct-07	31:12:18:15:44:1	1:12:15:18:31:44	$1.2 Million	0	12	916	13854
17-Oct-07	34:29:12:2:25:28	2:12:25:28:29:34	$1.3 Million	0	15	831	12888
20-Oct-07	41:11:18:26:4:3	3:4:11:18:26:41	$1.4 Million	0	27	951	14612
24-Oct-07	22:4:18:1:39:20	1:4:18:20:22:39	$1.5 Million	0	16	709	12975
27-Oct-07	35:8:33:2:42:9	2:8:9:33:35:42	$1.6 Million	0	16	824	14032
31-Oct-07	38:40:4:5:44:43	4:5:38:40:43:44	$1.7 Million	0	28	770	12675
3-Nov-07	1:24:43:33:10:22	1:10:22:24:33:43	$1.8 Million	0	20	870	14311
7-Nov-07	21:35:22:31:13:14	13:14:21:22:31:35	$1.9 Million	0	13	866	13951
10-Nov-07	38:43:25:39:8:6	6:8:25:38:39:43	$2.0 Million	0	23	859	14904
14-Nov-07	26:17:15:44:13:7	7:13:15:17:26:44	$2.1 Million	0	27	968	14846
17-Nov-07	13:33:26:36:38:22	13:22:26:33:36:38	$2.2 Million	0	26	934	15117
21-Nov-07	39:14:27:19:20:33	14:19:20:27:33:39	$2.3 Million	0	19	948	15552
24-Nov-07	25:13:8:17:35:27	8:13:17:25:27:35	$2.4 Million	0	21	1000	15684
28-Nov-07	24:7:40:26:38:2	2:7:24:26:38:40	$2.5 Million	0	26	941	15855
1-Dec-07	35:17:19:24:23:31	17:19:23:24:31:35	$2.8 Million	0	26	1051	16664
5-Dec-07	24:19:4:34:28:9	4:9:19:24:28:34	$2.9 Million	0	25	975	15905
8-Dec-07	34:14:10:37:12:18	10:12:14:18:34:37	$3.1 Million	1	21	1065	16918
12-Dec-07	24:35:10:40:36:2	2:10:24:35:36:40	$1.0 Million	0	20	714	11695
15-Dec-07	19:1:43:25:31:17	1:17:19:25:31:43	$1.1 Million	0	17	802	13363
19-Dec-07	43:8:31:18:1:24	1:8:18:24:31:43	$1.2 Million	0	24	794	12601
22-Dec-07	28:19:2:7:36:25	2:7:19:25:28:36	$1.3 Million	0	21	961	15132
26-Dec-07	33:39:29:35:1:17	1:17:29:33:35:39	$1.4 Million	1	15	741	11896
29-Dec-07	26:7:34:28:27:29	7:26:27:28:29:34	$1.0 Million	0	18	772	13046
2-Jan-08	39:24:33:18:21:42	18:21:24:33:39:42	$1.1 Million	0	16	663	11242
5-Jan-08	40:25:31:22:38:27	22:25:27:31:38:40	$1.2 Million	0	10	816	13303
9-Jan-08	6:24:8:10:17:5	5:6:8:10:17:24	$1.3 Million	0	28	928	14386
12-Jan-08	8:31:27:18:33:7	7:8:18:27:31:33	$1.4 Million	0	28	947	14761
16-Jan-08	37:39:9:41:32:10	9:10:32:37:39:41	$1.5 Million	0	17	717	12811
19-Jan-08	26:44:40:13:8:39	8:13:26:39:40:44	$1.6 Million	0	15	866	13963
23-Jan-08	44:4:33:21:15:1	1:4:15:21:33:44	$1.7 Million	0	20	789	12834
26-Jan-08	43:9:24:30:15:33	9:15:24:30:33:43	$1.8 Million	0	17	869	13878
30-Jan-08	7:17:22:10:24:13	7:10:13:17:22:24	$1.9 Million	0	18	960	14591
2-Feb-08	9:16:39:10:1:4	1:4:9:10:16:39	$2.0 Million	0	16	1039	15612
6-Feb-08	10:26:16:40:42:3	3:10:16:26:40:42	$2.1 Million	0	16	835	13617
9-Feb-08	30:1:36:25:11:21	1:11:21:25:30:36	$2.2 Million	0	19	1068	16140
13-Feb-08	43:21:20:9:5:24	5:9:20:21:24:43	$2.3 Million	1	12	846	13778
16-Feb-08	11:35:33:23:28:32	11:23:28:32:33:35	$1.0 Million	0	14	892	13621
20-Feb-08	37:26:29:35:43:10	10:26:29:35:37:43	$1.1 Million	0	13	751	12402
23-Feb-08	12:8:22:31:33:38	8:12:22:31:33:38	$1.2 Million	0	20	821	13634
27-Feb-08	28:18:30:42:20:12	12:18:20:28:30:42	$1.3 Million	0	23	853	13724
1-Mar-08	7:20:13:43:25:29	7:13:20:25:29:43	$1.4 Million	0	26	997	15707
5-Mar-08	10:42:6:18:38:22	6:10:18:22:38:42	$1.5 Million	0	27	900	14377
8-Mar-08	33:43:37:27:32:16	16:27:32:33:37:43	$1.6 Million	0	16	952	15163
12-Mar-08	23:8:1:17:27:37	1:8:17:23:27:37	$1.7 Million	2	20	1100	16491
15-Mar-08	26:42:30:3:39:15	3:15:26:30:39:42	$1.0 Million	0	19	1036	16128
19-Mar-08	6:5:12:34:18:23	5:6:12:18:23:34	$1.1 Million	0	14	866	13108
22-Mar-08	16:32:21:5:36:27	5:16:21:27:32:36	$1.2 Million	0	20	915	14454
26-Mar-08	27:34:39:31:43:22	22:27:31:34:39:43	$1.3 Million	0	22	785	12305
29-Mar-08	8:41:16:7:38:1	1:7:8:16:38:41	$1.4 Million	0	19	922	14487
2-Apr-08	42:16:33:21:14:28	14:16:21:28:33:42	$1.5 Million	0	17	975	13196
5-Apr-08	23:30:44:42:7:15	7:15:23:30:42:44	$1.6 Million	0	20	924	14783
9-Apr-08	35:38:27:22:2:16	2:16:22:27:35:38	$1.7 Million	0	20	871	13478
12-Apr-08	1:24:8:21:17:31	1:8:17:21:24:31	$1.8 Million	0	21	1110	15848
16-Apr-08	38:19:8:6:20:17	6:8:17:19:20:38	$1.9 Million	0	13	844	14159
19-Apr-08	21:43:6:41:26:42	6:21:26:41:42:43	$2.0 Million	0	18	944	15060
23-Apr-08	42:2:11:26:29:8	2:8:11:26:29:42	$2.1 Million	0	21	981	15476
26-Apr-08	8:1:12:5:6:42	1:5:6:8:12:42	$2.2 Million	1	33	1171	17885
30-Apr-08	30:3:42:17:11:18	3:11:17:18:30:42	$1.0 Million	0	21	817	13398
3-May-08	13:4:32:20:39:38	4:13:20:32:38:39	$1.1 Million	0	20	806	13289
7-May-08	19:40:1:11:12:27	1:11:12:19:27:40	$1.2 Million	0	22	872	13463
10-May-08	18:12:40:23:11:39	11:12:18:23:39:40	$1.3 Million	0	23	829	13618
14-May-08	8:32:30:43:25:10	8:10:25:30:32:43	$1.4 Million	0	19	766	12469
17-May-08	27:20:39:40:24:7	7:20:24:27:39:40	$1.5 Million	0	20	851	13325
21-May-08	21:43:23:8:26:29	8:21:23:26:29:43	$1.6 Million	0	16	798	12820
24-May-08	42:11:28:20:34:44	11:20:28:34:42:44	$1.7 Million	0	14	852	13997
28-May-08	22:44:32:27:26:11	11:22:26:27:32:44	$1.8 Million	0	20	800	12302
31-May-08	22:17:25:19:21:41	17:19:21:22:25:41	$1.9 Million	0	25	881	14107
4-Jun-08	9:5:32:22:8:14	5:8:9:14:22:32	$2.0 Million	0	22	880	13929
7-Jun-08	37:27:25:15:3:23	3:15:23:25:27:37	$2.1 Million	0	16	869	14859
11-Jun-08	22:25:36:18:2:17	2:17:18:22:25:36	$2.2 Million	0	21	814	13299
14-Jun-08	22:6:7:33:41:30	6:7:22:30:33:41	$2.3 Million	0	13	883	14545
18-Jun-08	11:19:36:42:13:35	11:13:19:35:36:42	$2.4 Million	0	10	871	13870
21-Jun-08	34:6:41:25:21:17	6:17:21:25:34:41	$2.5 Million	0	21	905	14811
25-Jun-08	8:22:43:10:9:18	8:9:10:18:22:43	$2.7 Million	0	19	897	14938
28-Jun-08	12:44:2:11:28:1	1:2:11:12:28:44	$2.9 Million	0	31	1067	17346
2-Jul-08	31:9:40:34:7:4	4:7:9:31:34:40	$3.1 Million	0	25	963	15478
5-Jul-08	44:27:8:13:12:34	8:12:13:27:34:44	$3.3 Million	0	14	1072	16506
9-Jul-08	6:26:1:41:34:38	1:6:26:34:38:41	$3.5 Million	0	19	899	15164
12-Jul-08	23:19:44:38:18:4	4:18:19:23:38:44	$3.6 Million	0	23	1044	17143
16-Jul-08	1:39:9:17:36:20	1:9:17:20:36:39	$3.8 Million	0	19	980	15718
19-Jul-08	16:29:35:18:41:9	9:16:18:29:35:41	$4.0 Million	0	22	1072	17520
23-Jul-08	31:42:25:8:7:30	7:8:25:30:31:42	$4.2 Million	0	26	996	17228
26-Jul-08	28:22:24:33:38:12	12:22:24:28:33:38	$4.4 Million	0	21	1168	18378
30-Jul-08	20:29:42:16:21:41	16:20:21:29:41:42	$4.6 Million	0	20	1034	17012
2-Aug-08	23:40:30:4:18:15	4:15:18:23:30:40	$4.9 Million	2	28	1260	19841
6-Aug-08	13:18:26:37:30:41	13:18:26:30:37:41	$1.0 Million	0	12	799	12202
9-Aug-08	31:23:33:6:34:37	6:23:31:33:34:37	$1.1 Million	0	17	770	13008
13-Aug-08	14:24:39:5:17:31	5:14:17:24:31:39	$1.2 Million	0	22	768	12412
16-Aug-08	4:38:41:5:9:7	4:5:7:9:38:41	$1.3 Million	0	16	939	14886
20-Aug-08	15:38:24:10:41:40	10:15:24:38:40:41	$1.4 Million	0	24	748	12345
23-Aug-08	28:17:4:44:35:2	2:4:17:28:35:44	$1.5 Million	0	24	869	14458
27-Aug-08	32:25:36:20:6:12	6:12:20:25:32:36	$1.6 Million	0	18	837	13408
30-Aug-08	42:34:33:5:15:32	5:15:32:33:34:42	$1.7 Million	0	14	845	13641
3-Sep-08	23:39:44:30:41:43	23:30:39:41:43:44	$1.8 Million	0	19	734	12526
6-Sep-08	37:40:17:8:28:33	8:17:28:33:37:40	$1.9 Million	0	20	946	14511
10-Sep-08	30:27:36:41:37:24	24:27:30:36:37:41	$2.0 Million	0	12	849	13557
13-Sep-08	39:22:17:13:18:21	13:17:18:21:22:39	$2.1 Million	0	18	933	15847
17-Sep-08	19:37:27:29:43:40	19:27:29:37:40:43	$2.2 Million	0	12	909	14296
20-Sep-08	16:41:39:31:33:9	9:16:31:33:39:41	$2.3 Million	1	22	973	15990
24-Sep-08	30:38:19:16:37:11	11:16:19:30:37:38	$1.0 Million	1	16	749	12896
27-Sep-08	13:34:18:30:19:9	9:13:18:19:30:34	$1.0 Million	0	15	873	13983
1-Oct-08	10:24:13:31:3:26	3:10:13:24:26:31	$1.1 Million	0	11	879	12767
4-Oct-08	8:38:16:37:19:29	8:16:19:29:37:38	$1.2 Million	1	19	804	13144
8-Oct-08	11:29:33:16:18:32	11:16:18:29:32:33	$1.0 Million	1	27	733	11657
11-Oct-08	19:28:25:1:41:4	1:4:19:25:28:41	$1.0 Million	0	21	857	13389
15-Oct-08	6:18:22:4:30:16	4:6:16:18:22:30	$1.1 Million	0	18	855	12521
18-Oct-08	3:7:21:17:43:34	3:7:17:21:34:43	$1.2 Million	0	18	921	14160
22-Oct-08	1:8:5:35:18:2	1:2:5:8:18:35	$1.3 Million	0	21	861	13462
25-Oct-08	33:12:11:10:5:42	5:10:11:12:33:42	$1.4 Million	0	17	832	13910
29-Oct-08	11:4:28:42:2:26	2:4:11:26:28:42	$1.5 Million	0	18	828	13032
1-Nov-08	41:36:4:37:20:3	3:4:20:36:37:41	$1.6 Million	0	16	766	13289
5-Nov-08	42:20:31:35:24:26	20:24:26:31:35:42	$1.7 Million	1	16	753	11980
8-Nov-08	21:43:11:8:40:26	8:11:21:26:40:43	$1.0 Million	0	17	814	13278
12-Nov-08	11:43:30:41:3:18	3:11:18:30:41:43	$1.1 Million	0	12	754	12028
15-Nov-08	2:16:40:26:9:17	2:9:16:17:26:40	$1.2 Million	0	17	801	12934
19-Nov-08	10:12:32:5:37:17	5:10:12:17:32:37	$1.3 Million	0	12	746	12122
22-Nov-08	27:18:30:25:22:12	12:18:22:25:27:30	$1.4 Million	1	27	903	13877
26-Nov-08	5:16:24:20:42:34	5:16:20:24:34:42	$1.0 Million	0	14	687	11517
29-Nov-08	15:28:14:1:19:16	1:14:15:16:19:28	$1.1 Million	0	16	742	11865
3-Dec-08	30:28:11:2:32:34	2:11:28:30:32:34	$1.2 Million	0	15	708	11660
6-Dec-08	6:20:25:28:17:1	1:6:17:20:25:28	$1.3 Million	0	24	895	13553
10-Dec-08	21:5:37:30:41:9	5:9:21:30:37:41	$1.4 Million	1	18	799	12232
13-Dec-08	41:30:8:24:2:4	2:4:8:24:30:41	$1.0 Million	0	8	885	13569
17-Dec-08	3:35:8:7:40:39	3:7:8:35:39:40	$1.1 Million	0	16	632	11256
20-Dec-08	35:26:24:27:1:33	1:24:26:27:33:35	$1.2 Million	0	13	759	12504
24-Dec-08	39:2:22:27:21:12	2:12:21:22:27:39	$1.3 Million	0	23	971	14535
27-Dec-08	12:3:42:7:8:35	3:7:8:12:35:42	$1.4 Million	0	9	778	13102
31-Dec-08	8:29:26:3:11:7	3:7:8:11:26:29	$1.5 Million	0	43	1202	16482
3-Jan-09	25:5:23:32:21:27	5:21:23:25:27:32	$1.6 Million	1	16	848	13842
7-Jan-09	38:29:18:3:26:21	3:18:21:26:29:38	$1.0 Million	0	22	735	12378
10-Jan-09	27:13:14:33:15:31	13:14:15:27:31:33	$1.1 Million	0	14	816	12878
14-Jan-09	16:43:39:35:15:34	15:16:34:35:39:43	$1.2 Million	0	19	746	11849
17-Jan-09	30:25:42:36:11:21	11:21:25:30:36:42	$1.3 Million	0	24	896	13687
21-Jan-09	3:20:40:27:35:26	3:20:26:27:35:40	$1.4 Million	0	16	728	11839
24-Jan-09	41:13:17:22:8:9	8:9:13:17:22:41	$1.5 Million	0	16	894	14494
28-Jan-09	11:16:19:9:44:25	9:11:16:19:25:44	$1.6 Million	1	16	786	11550
31-Jan-09	39:5:37:31:6:23	5:6:23:31:37:39	$1.0 Million	0	18	807	12401
4-Feb-09	12:34:21:28:6:41	6:12:21:28:34:41	$1.1 Million	0	16	786	12235
7-Feb-09	10:25:16:42:19:33	10:16:19:25:33:42	$1.2 Million	0	14	809	13163
11-Feb-09	17:31:25:11:12:21	11:12:17:21:25:31	$1.3 Million	0	26	830	13353
14-Feb-09	28:40:33:21:29:34	21:28:29:33:34:40	$1.4 Million	0	17	767	13286
18-Feb-09	36:3:24:41:5:39	3:5:24:36:39:41	$1.5 Million	0	20	724	12632
21-Feb-09	4:29:6:32:35:19	4:6:19:29:32:35	$1.6 Million	0	22	903	14270
25-Feb-09	25:36:3:21:11:24	3:11:21:24:25:36	$1.7 Million	0	17	947	14418
28-Feb-09	11:44:14:40:7:16	7:11:14:16:40:44	$1.8 Million	0	24	977	15153
4-Mar-09	30:44:39:32:6:19	6:19:30:32:39:44	$1.9 Million	1	18	794	13452
7-Mar-09	2:14:23:27:33:28	2:14:23:27:28:33	$1.0 Million	0	20	833	13622
11-Mar-09	7:16:9:24:35:44	7:9:16:24:35:44	$1.1 Million	0	16	702	12154
14-Mar-09	28:31:5:9:25:40	5:9:25:28:31:40	$1.2 Million	0	13	848	13585
18-Mar-09	23:34:28:39:33:18	18:23:28:33:34:39	$1.3 Million	0	16	719	11443
21-Mar-09	20:6:41:24:4:1	1:4:6:20:24:41	$1.4 Million	0	26	819	13678
25-Mar-09	16:33:9:15:28:34	9:15:16:28:33:34	$1.5 Million	0	7	725	11834
28-Mar-09	37:4:22:44:27:6	4:6:22:27:37:44	$1.6 Million	0	21	971	14024
1-Apr-09	4:24:38:1:21:5	1:4:5:21:24:38	$1.7 Million	1	18	875	13687
4-Apr-09	3:40:21:1:31:42	1:3:21:31:40:42	$1.0 Million	0	19	839	13325
8-Apr-09	25:22:26:15:2:30	2:15:22:25:26:30	$1.1 Million	1	11	794	12509
11-Apr-09	38:5:26:29:33:3	3:5:26:29:33:38	$1.0 Million	0	14	750	12749
15-Apr-09	8:15:36:14:1:11	1:8:11:14:15:36	$1.1 Million	0	17	793	12251
18-Apr-09	3:38:20:19:13:14	3:13:14:19:20:38	$1.2 Million	0	18	823	13096
22-Apr-09	5:40:23:9:14:21	5:9:14:21:23:40	$1.3 Million	0	12	741	12173
25-Apr-09	34:11:37:29:39:22	11:22:29:34:37:39	$1.4 Million	0	17	757	12454
29-Apr-09	10:20:42:9:16:18	9:10:16:18:20:42	$1.5 Million	0	17	712	12211
2-May-09	18:31:30:9:41:12	9:12:18:30:31:41	$1.6 Million	0	22	849	13784
6-May-09	17:25:37:20:31:19	17:19:20:25:31:37	$1.7 Million	0	14	733	12701
9-May-09	1:9:17:7:25:42	1:7:9:17:25:42	$1.8 Million	0	23	1073	14590
13-May-09	37:20:16:9:42:23	9:16:20:23:37:42	$1.9 Million	0	14	868	12823
16-May-09	19:42:5:4:8:2	2:4:5:8:19:42	$2.0 Million	1	25	1053	15971
20-May-09	14:8:7:32:2:21	2:7:8:14:21:32	$1.0 Million	0	22	850	12811
23-May-09	8:32:39:25:21:3	3:8:21:25:32:39	$1.1 Million	0	24	858	13514
27-May-09	20:34:39:30:37:25	20:25:30:34:37:39	$1.2 Million	0	19	693	11433
30-May-09	21:28:44:34:14:41	14:21:28:34:41:44	$1.3 Million	1	20	780	12528
3-Jun-09	38:12:39:1:30:4	1:4:12:30:38:39	$1.0 Million	0	27	721	11479
6-Jun-09	7:12:1:9:43:6	1:6:7:9:12:43	$1.1 Million	0	28	1017	14336
10-Jun-09	9:4:36:18:17:34	4:9:17:18:34:36	$1.2 Million	0	18	723	11814
13-Jun-09	22:24:12:5:28:14	5:12:14:22:24:28	$1.3 Million	0	24	903	13937
17-Jun-09	32:21:25:13:5:22	5:13:21:22:25:32	$1.4 Million	0	20	774	12454
20-Jun-09	36:29:16:23:30:15	15:16:23:29:30:36	$1.5 Million	0	15	785	12686
24-Jun-09	23:18:34:19:27:1	1:18:19:23:27:34	$1.6 Million	0	9	675	11980
27-Jun-09	31:34:2:38:21:4	2:4:21:31:34:38	$1.7 Million	0	20	801	12812
1-Jul-09	20:22:5:40:37:31	5:20:22:31:37:40	$1.8 Million	0	13	730	12243
4-Jul-09	2:43:9:37:15:16	2:9:15:16:37:43	$1.9 Million	0	14	817	13274
8-Jul-09	8:42:2:40:28:16	2:8:16:28:40:42	$2.0 Million	0	20	858	13069
11-Jul-09	21:35:20:40:12:18	12:18:20:21:35:40	$2.1 Million	0	14	887	13927
15-Jul-09	26:34:32:43:20:17	17:20:26:32:34:43	$2.2 Million	0	16	782	12196
18-Jul-09	14:6:17:28:22:31	6:14:17:22:28:31	$2.3 Million	0	26	933	14596
22-Jul-09	26:41:11:28:3:12	3:11:12:26:28:41	$2.4 Million	0	24	843	14377
25-Jul-09	24:32:42:2:23:12	2:12:23:24:32:42	$2.5 Million	0	25	1000	14652
29-Jul-09	41:26:28:42:5:13	5:13:26:28:41:42	$2.6 Million	0	13	872	13885
1-Aug-09	37:21:19:2:44:3	2:3:19:21:37:44	$2.7 Million	0	24	984	16196
5-Aug-09	32:7:30:39:38:24	7:24:30:32:38:39	$2.9 Million	0	19	841	14478
8-Aug-09	24:35:11:26:17:20	11:17:20:24:26:35	$3.1 Million	0	12	989	16739
12-Aug-09	40:27:34:19:8:7	7:8:19:27:34:40	$3.3 Million	0	28	1027	16954
15-Aug-09	43:29:41:4:5:3	3:4:5:29:41:43	$3.5 Million	0	22	1144	19261
19-Aug-09	10:8:32:9:40:17	8:9:10:17:32:40	$3.7 Million	0	21	1262	19988
22-Aug-09	24:43:9:6:5:42	5:6:9:24:42:43	$3.9 Million	0	26	1183	19437
